date	plate	well	plasmid	host	events	FSC.H	BL1.H	YL2.H	nGFP	nRFP	flag
02/22	A	H6	329	pho2∆	4004	343825.5	5408.5	7767.3	9030.1	12634.599999999999	pass
02/22	A	H7	329	pho2∆	4701	341054	4664.5	7493.3	7855.199999999999	12433	pass
02/22	A	H8	329	pho2∆	4716	342847.5	3881	8075.8	6644.4	13406.699999999999	pass
02/22	A	H9	NA	PHO2	5049	347985	-117.5	333.3	39.80000000000018	541.9	pass
02/22	A	H10	188	pho2∆	4821	374385	814.5	13400.3	1357.9	20108.2	pass
02/22	A	H11	188	pho2∆	4953	378568	884.5	13146.3	1433.7000000000003	19504.5	pass
02/22	A	H12	188	pho2∆	5019	362951	750.5	12272.3	1316.8000000000002	18854.2	pass
02/23	A	A1	194	PHO2	5249	404760	1553.5	30617.3	2148	42717.100000000006	pass
02/23	A	A2	194	PHO84	5363	395655	1160.5	26742.3	1625.8000000000002	37072.3	pass
02/23	A	A3	194	PHO84	5430	387860	1142	24790.3	1710	34402.100000000006	pass
02/23	A	A4	194	PHO84	5362	393479.5	1333.5	26836.8	1960	37302.100000000006	pass
02/23	A	A5	194	PHO2	5340	411342.5	1304.5	25179.8	1766.2000000000003	34355.600000000006	pass
02/23	A	A6	301	PHO2	5418	491733	2226.5	46041.3	2035.5	47525.8	pass
02/23	A	A7	301	PHO2	5386	513136.5	2085.5	42509.3	1794.7000000000003	41937.700000000004	pass
02/23	A	A8	301	PHO2	5133	393914	74.5	29.299999999999997	162.70000000000005	42.2	fail
02/23	A	A9	194	PHO2	5222	391799	1008.5	25704.8	1470.7000000000003	36686	pass
02/23	A	A10	326	PHO2	5069	383654	1161.5	7307.3	1742	10388.3	pass
02/23	A	A11	326	PHO2	5024	347562.5	1142.5	6085.8	2119.8	9774.4	pass
02/23	A	A12	326	PHO2	5109	350398	1060.5	6315.3	1871.2000000000003	10049.9	pass
02/23	A	B2	194	pho2∆	5211	390918	1309.5	1276.3	1837	1767.8	pass
02/23	A	B3	194	pho2∆	5270	385258.5	1188.5	1313.3	1756.5	1878	pass
02/23	A	B4	194	pho2∆	5288	385508.5	982.5	1310.3	1438.9	1828.8999999999999	pass
02/23	A	B6	301	pho2∆	5188	363700.5	9876.5	5595.8	16102.300000000001	8765.199999999999	pass
02/23	A	B7	301	pho2∆	5145	356098	8561.5	5385.3	13914.199999999999	8608.8	pass
02/23	A	B8	301	pho2∆	5139	356108	7702.5	4767.3	13022.699999999999	7546.5	pass
02/23	A	B9	NA	pho2∆	5119	375741	-52.5	802.3	39.200000000000045	1167.6	pass
02/23	A	B10	326	pho2∆	5075	345408	1640.5	7503.3	2812.4	12246.199999999999	pass
02/23	A	B11	326	pho2∆	5068	364474	2235.5	9499.3	3490.7999999999997	14460.8	pass
02/23	A	B12	326	pho2∆	5193	317993	1610.5	7478.3	3117.9	13161.4	pass
02/23	A	C1	194	PHO2	5288	416952	1497.5	26950.8	1997.8000000000002	36115.100000000006	pass
02/23	A	C2	188	PHO2	5102	398812.5	970	16902.3	1449.6	23871.399999999998	pass
02/23	A	C3	188	PHO2	5046	398094	996.5	18099.3	1441.8000000000002	24778	pass
02/23	A	C4	188	PHO2	4410	387269.5	938	16465.3	1443.3000000000002	23615.5	pass
02/23	A	C5	194	PHO2	5098	401420.5	1287.5	21514.3	1842.1	30634.1	pass
02/23	A	C6	294	PHO2	5096	407776	1073.5	19945.3	1480.3000000000002	26985.6	pass
02/23	A	C7	294	PHO2	5157	396730	904.5	18272.3	1335.6	25734.3	pass
02/23	A	C8	294	PHO2	5081	404692	1032.5	19331.3	1434.5	26388.1	pass
02/23	A	C9	194	PHO2	5167	408442	1238.5	22417.3	1750.2000000000003	30666.7	pass
02/23	A	C10	327	PHO2	3383	522726	1114.5	40066.3	677.1000000000001	38196.8	pass
02/23	A	C11	327	PHO2	5299	406919	848.5	30707.3	1253.5	44023.4	pass
02/23	A	C12	327	PHO2	5168	402940.5	847.5	29298.3	1273.4	42039.4	pass
02/23	A	D1	NA	PHO2	5208	385386	4.5	578.8	85.40000000000009	825.5	pass
02/23	A	D2	188	pho2∆	5058	370621	928.5	15068.3	1566	23038.5	pass
02/23	A	D3	188	pho2∆	5013	384520	955.5	15638.3	1502.1	22602	pass
02/23	A	D4	188	pho2∆	4918	367579	814.5	15192.8	1464.4	23718	pass
02/23	A	D6	294	pho2∆	4908	409212.5	999	18733.8	1377.7000000000003	25419.3	pass
02/23	A	D7	294	pho2∆	4998	395262	941	17337.3	1403.4	24438.1	pass
02/23	A	D8	294	pho2∆	4841	406172	1016.5	18697.3	1420.7000000000003	25572.3	pass
02/23	A	D10	327	pho2∆	5115	347449	1172.5	5768.3	2208.4	9300.8	pass
02/23	A	D11	327	pho2∆	5164	333714	966	4744.3	1950.7000000000003	7940.3	pass
02/23	A	D12	327	pho2∆	5022	342674	1193	6206.3	2237.2000000000003	10044.199999999999	pass
02/23	A	E1	194	PHO2	5246	417268	1431.5	25422.8	1928.6	34469.200000000004	pass
02/23	A	E2	330	PHO2	4874	361709	1211.5	5916.8	2070.9	9227.4	pass
02/23	A	E3	330	PHO2	4951	346094	1151.5	5970.3	2146.6	9539.4	pass
02/23	A	E4	330	PHO2	4955	353313	1032.5	6127.3	1897.1	9813.8	pass
02/23	A	E5	194	PHO2	5242	396778.5	1271.5	23477.3	1845.9	33135.3	pass
02/23	A	E6	332	PHO2	5104	344902.5	667.5	3243.8	1341	5091.4000000000005	pass
02/23	A	E7	332	PHO2	5172	354328	759.5	3603.8	1442.5	5576.5	pass
02/23	A	E8	332	PHO2	5114	348292	738.5	3955.3	1444.7000000000003	6287.6	pass
02/23	A	E9	194	PHO2	5183	393500	1069.5	21560.3	1633.6	31286	pass
02/23	A	E10	328	PHO2	5192	398315	483.5	23888.3	743.8000000000002	33807.5	pass
02/23	A	E11	328	PHO2	5181	394599	564.5	19959.3	862.6000000000001	28249.899999999998	pass
02/23	A	E12	328	PHO2	5142	406192	543.5	23517.3	800.6000000000001	32740.3	pass
02/23	A	F1	NA	pho2∆	5156	371948.5	-68.5	680.8	38.200000000000045	1032.2	pass
02/23	A	F2	330	pho2∆	5050	356669	1331.5	6073.8	2324.6	9593.199999999999	pass
02/23	A	F3	330	pho2∆	4846	349467	1240.5	5696.3	2278.8	9379.9	pass
02/23	A	F4	330	pho2∆	4757	349201	1209.5	6133.3	2187.2000000000003	9726.699999999999	pass
02/23	A	F5	NA	PHO2	5116	366016.5	-60.5	570.3	54.90000000000009	865.0999999999999	pass
02/23	A	F6	332	pho2∆	5108	372761	1712	7187.3	2665.3	10727.4	pass
02/23	A	F7	332	pho2∆	4990	339080	766.5	5296.3	1498.2000000000003	8714.5	pass
02/23	A	F8	332	pho2∆	4869	347540	1087.5	5925.3	2015.6	9519.4	pass
02/23	A	F10	328	pho2∆	5073	337689	1585.5	4050.3	3079.2000000000003	7377.3	pass
02/23	A	F11	328	pho2∆	5210	351892	985.5	2176.3	1771.9	3735.8	pass
02/23	A	F12	328	pho2∆	4978	339552.5	2181	4174.8	4063.6	7365.9000000000005	pass
02/23	A	G1	194	PHO2	5165	407566	1324.5	25120.3	1851.9	34650.3	pass
02/23	A	G2	331	PHO2	4940	368900	1279.5	14469.8	2140.6	22198.7	pass
02/23	A	G3	331	PHO2	4835	361514	1151.5	13174.3	2009	20765.5	pass
02/23	A	G4	331	PHO2	4938	372805.5	1356.5	13844.3	2218.3	21002.5	pass
02/23	A	G5	194	PHO2	5201	405503	1333.5	22635.3	1917.6	31537	pass
02/23	A	G7	334	PHO2	5126	449173.5	3231.5	41758.3	4489.299999999999	56692	pass
02/23	A	G8	334	PHO2	4081	399705	3378.5	36667.3	5191.4	55026.100000000006	pass
02/23	A	G9	194	PHO2	5185	403879	1059.5	22450.3	1576.6	31926.3	pass
02/23	A	G11	329	PHO2	2142	468306.5	2445	53240.8	2634.4	61334.4	pass
02/23	A	G12	329	PHO2	2473	477846	2222.5	49756.3	2228.1	54156.100000000006	pass
02/23	A	H2	331	pho2∆	4807	371941	1518.5	13601.3	2453	20430	pass
02/23	A	H3	331	pho2∆	4639	360576	1445.5	13165.3	2523.5	20802.1	pass
02/23	A	H4	331	pho2∆	4781	348262	1243.5	11945.3	2289.6	19390.8	pass
02/23	A	H5	NA	pho2∆	4985	371230	-90.5	725.3	22.800000000000182	1113.6	pass
02/23	A	H6	334	pho2∆	4956	331927	5453	7369.8	9566.199999999999	12514.5	pass
02/23	A	H7	334	pho2∆	5033	326590	4906.5	7417.3	8757.6	12825.8	pass
02/23	A	H8	334	pho2∆	5062	319447	4896	7158.8	9019.8	12598.699999999999	pass
02/23	A	H9	NA	PHO2	5194	355604.5	-63	502.3	95.60000000000014	785.5	pass
02/23	A	H10	329	pho2∆	4930	336354.5	3440	8627.8	6116.200000000001	14807.8	pass
02/23	A	H11	329	pho2∆	4753	328293	2870.5	7714.3	5530.700000000001	13513	pass
02/23	A	H12	329	pho2∆	4708	338322	3441	8457.8	6147.4	14340.099999999999	pass
03/30	A	A1	194	PHO2	5098	416295.5	1579.5	28418.8	2096.1	37958.4	pass
03/30	A	A2	239	PHO2	5583	490210	2311.5	44667.3	2070.5	45744.200000000004	pass
03/30	A	A2	239	PHO2	5160	517697	2384	42548.8	1930.5	41572.200000000004	pass
03/30	A	A3	239	PHO2	5300	506907.5	2399.5	44246.3	1992.6	43443.9	pass
03/30	A	A3	239	PHO2	5194	501073	2297	40807.3	1974.4	40235.8	pass
03/30	A	A4	239	PHO2	4985	462122	3051.5	45687.3	3873.0000000000005	57969.8	pass
03/30	A	A4	239	PHO2	4330	439373	3793	45507.8	4854.799999999999	59937.4	pass
03/30	A	A5	194	PHO2	5137	391630	1046.5	22211.3	1540	31788.2	pass
03/30	A	A9	194	PHO2	5016	391697	972.5	18939.8	1443.9	26889.899999999998	pass
03/30	A	B9	NA	pho2∆	5011	360243	-95.5	645.3	33.700000000000045	1003.0999999999999	pass
03/30	A	C1	194	PHO2	5002	384864	1128	21394.3	1733.1	31126.7	pass
03/30	A	C2	221	PHO2	5029	417547	962.5	33050.3	1262.9	44727.700000000004	pass
03/30	A	C3	221	PHO2	4983	407327	851.5	32182.3	1207.9	44945.100000000006	pass
03/30	A	C4	221	PHO2	5087	411428	916.5	31737.3	1238	43523.5	pass
03/30	A	C5	194	PHO2	5395	382059	1075.5	20014.3	1686.4	29878.1	pass
03/30	A	C9	194	PHO2	5240	398053	1204.5	19997.3	1739.4	28184.6	pass
03/30	A	D1	NA	PHO2	5196	366059.5	-53.5	710.3	77.70000000000005	1074.5	pass
03/30	A	D2	231	PHO2	4892	423757	1880.5	41095.8	2519.2000000000003	55206.200000000004	pass
03/30	A	D3	231	PHO2	4946	424290	1809.5	37148.8	2471.5	50244.3	pass
03/30	A	D4	231	PHO2	5027	427231	1795.5	40585.3	2511.5	54529.600000000006	pass
03/30	A	E1	194	PHO2	5246	397663	1254.5	20972.8	1817.2000000000003	29645.6	pass
03/30	A	E2	301	PHO2	4868	413761	3111.5	36728.3	4816.5	52322.8	pass
03/30	A	E3	301	PHO2	4819	403594	3170.5	36573.3	4986.6	53672.3	pass
03/30	A	E4	301	PHO2	4943	403634	3194.5	33817.3	5002.200000000001	50637.700000000004	pass
03/30	A	E5	194	PHO2	5026	402015	1276	20335.8	1804.5	28168.899999999998	pass
03/30	A	E6	194	PHO84	5166	374680	965.5	26825.3	1514.9	39718.100000000006	pass
03/30	A	E7	194	PHO84	5279	366265	675.5	25666.3	1163.9	38279.9	pass
03/30	A	E8	194	PHO84	5161	373162	751.5	27664.3	1196.2000000000003	40399.600000000006	pass
03/30	A	E9	194	PHO2	5270	390294	1208.5	21935.3	1831.5	32244	pass
03/30	A	F1	NA	pho2∆	4950	359542.5	-95.5	838.8	35.90000000000009	1291.8	pass
03/30	A	F2	334	PHO2	4774	422891.5	3641.5	43262.3	4990.5	58251.200000000004	pass
03/30	A	F3	334	PHO2	4955	403287	3388.5	40126.3	4891.6	57686.8	pass
03/30	A	F4	334	PHO2	4752	406701	3524.5	44069.3	4926.299999999999	61816.200000000004	pass
03/30	A	F5	NA	PHO2	5175	359357	-94.5	553.3	49.200000000000045	871.0999999999999	pass
03/30	A	F6	188	PHO2	4935	362926	756.5	13825.3	1343.7000000000003	21468.6	pass
03/30	A	F7	188	PHO2	4896	383216.5	838.5	15851.3	1353.6	23243.5	pass
03/30	A	F8	188	PHO2	4913	384143	797.5	14762.3	1287.8000000000002	21482	pass
03/30	A	G1	194	PHO2	5081	390271	1215.5	20254.3	1802.5	29526.899999999998	pass
03/30	A	G2	251	PHO2	4341	511396	2137.5	38016.3	1736.7000000000003	37168.3	pass
03/30	A	G3	251	PHO2	5342	490684.5	2168	36023.8	1866.8000000000002	35762	pass
03/30	A	G4	251	PHO2	4999	481119	2202.5	39369.3	2150.2000000000003	43224.3	pass
03/30	A	G5	194	PHO2	5018	400323	1288.5	19269.8	1852.3000000000002	26946.7	pass
03/30	A	G6	188	pho2∆	4726	362257	799	12789.3	1400.3000000000002	19579.1	pass
03/30	A	G7	188	pho2∆	4854	358062.5	805.5	13927.3	1439.8000000000002	21925.3	pass
03/30	A	G8	188	pho2∆	4793	358364	813.5	13715.3	1470.9	21656.7	pass
03/30	A	G9	194	PHO2	5037	382394	1001.5	17559.3	1550.6	25559.899999999998	pass
03/30	A	H2	329	PHO2	4657	466092	2492.5	56683.3	2680.3	64609.3	pass
03/30	A	H3	329	PHO2	4606	464614	2444	61095.3	2645.1	70103.40000000001	pass
03/30	A	H4	329	PHO2	4935	475914	2325.5	54426.3	2410.7000000000003	60855.600000000006	pass
03/30	A	H5	NA	pho2∆	4992	347025	-120.5	671.8	27.100000000000136	1084.8	pass
03/30	A	H6	194	pho2∆	5051	362371	1230.5	1057.3	1899	1547.6	pass
03/30	A	H7	194	pho2∆	5322	314234	1233.5	1201.3	2800	2554.8	pass
03/30	A	H8	194	pho2∆	5087	348739	1159.5	935.3	1871.9	1377.5	pass
03/30	A	H9	NA	PHO2	5092	369414	-89.5	610.3	5.600000000000136	927.3	pass
03/31	A	A1	194	PHO2	2134	259294.5	681.5	15841.8	2262.2000000000003	35838.600000000006	pass
03/31	A	A2	239	PHO2	5400	517594.5	2777.5	48178.8	2283	47471.100000000006	pass
03/31	A	A2	239	PHO2	5799	507936	2615.5	41623.3	2213.7000000000003	41383.3	pass
03/31	A	A3	239	PHO2	3466	518584.5	2409	42904.3	1933.8000000000002	41132.9	pass
03/31	A	A3	239	PHO2	5538	525455	2458.5	42216.3	1937.1	39741.3	pass
03/31	A	A4	239	PHO2	5124	461479	3218	47784.8	4050.1	58540.8	pass
03/31	A	A4	239	PHO2	3796	435275	3673	49912.8	4714.1	63880.4	pass
03/31	A	A5	194	PHO2	5252	413382	1329	21158.3	1793	28724.3	pass
03/31	A	A9	194	PHO2	5081	399533	1065.5	18508.3	1498.4	25535.1	pass
03/31	A	B9	NA	pho2∆	4958	341167	-124.5	644.8	67.60000000000014	1065.7	pass
03/31	A	C1	194	PHO2	5153	412841	1498.5	25154.3	1999.4	33849.600000000006	pass
03/31	A	C2	221	PHO2	5107	440830	1187.5	35076.3	1384.6	43844.9	pass
03/31	A	C3	221	PHO2	5194	433783	1114.5	31706.8	1384	40443.200000000004	pass
03/31	A	C4	221	PHO2	5074	423704	1056.5	31760.3	1341.1	42254.200000000004	pass
03/31	A	C5	194	PHO2	5026	402236	1269	19744.8	1777.6	27358.899999999998	pass
03/31	A	C9	194	PHO2	5007	398023	1050.5	17297.3	1512.4	24050	pass
03/31	A	D1	NA	PHO2	5193	352166	-31.5	649.3	158.20000000000005	1044.5	pass
03/31	A	D2	231	PHO2	4862	415377.5	1784.5	36327.8	2492	49724.700000000004	pass
03/31	A	D3	231	PHO2	4668	393114	1572.5	32172.8	2384.6	46691.600000000006	pass
03/31	A	D4	231	PHO2	4988	415288.5	1764.5	38041.8	2521.4	52509.5	pass
03/31	A	E1	194	PHO2	5191	413114	1371.5	21804.3	1817.4	29247	pass
03/31	A	E2	301	PHO2	5024	404598.5	3054	37628.8	4684.799999999999	54797.600000000006	pass
03/31	A	E3	301	PHO2	4934	377509	2916	34997.8	4928.200000000001	55730.600000000006	pass
03/31	A	E4	301	PHO2	5230	445762	2584	35119.3	3194.7000000000003	45233.200000000004	pass
03/31	A	E5	194	PHO2	5182	406103	1244.5	19309.8	1699.6	26332.6	pass
03/31	A	E6	194	PHO84	5197	413089	1324.5	31055.3	1734.8000000000002	41247.600000000006	pass
03/31	A	E7	194	PHO84	5175	394743	1002.5	26319.3	1465.3000000000002	36991.4	pass
03/31	A	E8	194	PHO84	5164	397195.5	1056.5	23659.3	1462.2000000000003	32886.5	pass
03/31	A	E9	194	PHO2	5309	406072	1019.5	17077.3	1414.5	23424.8	pass
03/31	A	F1	NA	pho2∆	5030	348154	-84	854.3	95.70000000000005	1376.8	pass
03/31	A	F2	334	PHO2	4950	419429.5	2707.5	39482.8	4065.7000000000003	56323.600000000006	pass
03/31	A	F3	334	PHO2	5095	406703	2748.5	38685.3	4151.799999999999	55023.5	pass
03/31	A	F4	334	PHO2	1217	398648	2697.5	32343.3	4093.7999999999997	46727.9	pass
03/31	A	F5	NA	PHO2	5209	342956	-84.5	550.3	114.40000000000009	907.3	pass
03/31	A	F6	188	PHO2	4980	389385	765	14825.3	1167.8000000000002	21294.3	pass
03/31	A	F7	188	PHO2	4970	382125	779	14682.8	1242.6	21191	pass
03/31	A	F8	188	PHO2	5189	371021	665.5	12888.3	1132.8000000000002	19068.3	pass
03/31	A	G1	194	PHO2	4981	412909	1261.5	21428.3	1722.4	29285.899999999998	pass
03/31	A	G2	251	PHO2	5636	500961	1744.5	29833.8	1410.5	29044	pass
03/31	A	G3	251	PHO2	5449	481840	2012.5	41817.3	1769.3000000000002	42683	pass
03/31	A	G4	251	PHO2	5436	468153.5	2160	34937.3	2149.4	39122.8	pass
03/31	A	G5	194	PHO2	5173	398384	1029.5	17977.3	1507.6	25338.7	pass
03/31	A	G6	188	pho2∆	5118	366718.5	750	12271.8	1304.4	18498.5	pass
03/31	A	G7	188	pho2∆	5235	368711	700.5	12544.3	1227.1	18959.8	pass
03/31	A	G8	188	pho2∆	5077	366961	815.5	12513.3	1402.4	19028.8	pass
03/31	A	G9	194	PHO2	5157	398825	1004.5	16047.3	1490.3000000000002	22712.2	pass
03/31	A	H2	329	PHO2	1173	449618	2753.5	67887.3	3116.0000000000005	80635.40000000001	pass
03/31	A	H3	329	PHO2	2266	462204	2675	59888.3	2843.7000000000003	68045.1	pass
03/31	A	H4	329	PHO2	4210	475026	2643	57067.3	2711.5	64484	pass
03/31	A	H5	NA	pho2∆	5043	352858	-118.5	651.3	1.7000000000000455	1020.8	pass
03/31	A	H6	194	pho2∆	5066	359972	1180	1404.3	1875.9	2113.8	pass
03/31	A	H7	194	pho2∆	5141	353970	992.5	1164.3	1707.5	1799	pass
03/31	A	H8	194	pho2∆	5241	361207	1335.5	1276.3	2028.8000000000002	1879.6	pass
03/31	A	H9	NA	PHO2	5200	330622	-154.5	425.3	27.300000000000182	728	pass
12/28	B	A1	194	PHO2	7590	425229	1375.5	21842.3	1707.4	27829.899999999998	pass
12/28	B	A2	194	PHO84	7637	382054	832.5	12731.3	1298.7000000000003	18233.1	pass
12/28	B	A3	194	PHO84	7650	361525	495	10860.3	919.2	16535.399999999998	pass
12/28	B	A4	194	PHO84	7502	379203	773.5	13610.3	1260.4	19846.3	pass
12/28	B	A5	194	PHO2	7668	414492	1188	18254.3	1552.5	24690.6	pass
12/28	B	A6	416	PHO2	7878	341407.5	1004	1877.3	1840.8000000000002	2962	pass
12/28	B	A7	416	PHO2	8174	362731.5	1135	2052.8	1889.5	3024.3	pass
12/28	B	A8	416	PHO2	7971	364780	1011.5	1585.3	1721.6	2358.5	pass
12/28	B	A9	194	PHO2	7864	400703	1148.5	15722.8	1670.4	22261.7	pass
12/28	B	A10	422	PHO2	2153	455150	2966.5	39050.3	3854.7000000000003	49328.600000000006	pass
12/28	B	A11	422	PHO2	2983	404074	2451.5	27672.3	3591.1	41371.600000000006	pass
12/28	B	B2	194	pho2∆	7817	369116	1228.5	817.3	1905.2000000000003	1204.7	pass
12/28	B	B3	194	pho2∆	7525	352103	1104.5	817.3	1840	1266.2	pass
12/28	B	B4	194	pho2∆	7826	361692	1012.5	807.3	1702.8000000000002	1217.8	pass
12/28	B	B6	416	pho2∆	7928	333545	459.5	630.3	1023	1063	pass
12/28	B	B7	416	pho2∆	7854	376542	963.5	755.3	1397.6	1051	pass
12/28	B	B8	416	pho2∆	7826	379701.5	975.5	727.3	1397.1	1017.8999999999999	pass
12/28	B	B9	NA	pho2∆	7961	372067	-94.5	504.3	1.7000000000000455	759.9	pass
12/28	B	B10	422	pho2∆	7701	363677	1907.5	7800.3	3199.4	12270.599999999999	pass
12/28	B	B11	422	pho2∆	7866	354155.5	1864.5	6710.3	3166.9	10517	pass
12/28	B	B12	422	pho2∆	7750	359971	2307	7255.3	3769.9	11270.3	pass
12/28	B	C1	194	PHO2	7984	386742.5	688.5	13429.3	1110.6	19416.899999999998	pass
12/28	B	C2	188	PHO2	7780	387369.5	740.5	11579.8	1143.4	16477.3	pass
12/28	B	C3	188	PHO2	7755	377368	598.5	10889.3	1019.3000000000002	16143.5	pass
12/28	B	C4	188	PHO2	7649	377005	700.5	10457.3	1174.3000000000002	15796.599999999999	pass
12/28	B	C5	194	PHO2	7847	414353	1076.5	16911.3	1439	22804.1	pass
12/28	B	C6	417	PHO2	7839	376195	793.5	4460.3	1292.9	6487	pass
12/28	B	C7	417	PHO2	7847	383212	1004.5	4937.3	1514.8000000000002	7084.6	pass
12/28	B	C8	417	PHO2	7688	380556	1017.5	5374.8	1571.6	7711.4000000000005	pass
12/28	B	C9	194	PHO2	7852	429792.5	1445	20566.3	1801.7000000000003	26054.1	pass
12/28	B	C10	423	PHO2	8040	382169	1887	509.3	2725.6	733.6999999999999	pass
12/28	B	C11	423	PHO2	8241	371740	984.5	758.3	1494.3000000000002	1101.8999999999999	pass
12/28	B	C12	423	PHO2	2129	461502	3358.5	36473.3	4051.7000000000003	43977.8	pass
12/28	B	D1	NA	PHO2	7760	360178.5	-117.5	398.3	-10.399999999999864	610.6999999999999	pass
12/28	B	D2	188	pho2∆	7678	353869	567.5	8871.8	1125.9	14243.599999999999	pass
12/28	B	D3	188	pho2∆	7540	366883.5	540.5	9402.3	1023.5999999999999	14723.099999999999	pass
12/28	B	D4	188	pho2∆	7682	348353	354.5	8330.3	799.7	13254.199999999999	pass
12/28	B	D6	417	pho2∆	7648	334101.5	1923.5	3996.8	3464.0000000000005	6670	pass
12/28	B	D7	417	pho2∆	7456	335391.5	2600.5	5330.3	4725.4	8932.199999999999	pass
12/28	B	D8	417	pho2∆	7649	341334	2203.5	4601.3	3909.2000000000003	7597	pass
12/28	B	D10	423	pho2∆	7563	351413	2127.5	6485.3	3636.7000000000003	10256.8	pass
12/28	B	D11	423	pho2∆	7521	365340	2628.5	7319.3	4071.6	10978.8	pass
12/28	B	D12	423	pho2∆	7645	358841	2331.5	6373.3	3777.1	9858	pass
12/28	B	E1	194	PHO2	7915	373846	455.5	12901.3	819.6000000000001	19209.399999999998	pass
12/28	B	E2	420	PHO2	8203	468618	1617.5	33253.3	1707.4	37835.700000000004	pass
12/28	B	E3	420	PHO2	2105	467027	2028.5	45374.3	2148.3	52077.200000000004	pass
12/28	B	E5	194	PHO2	7971	403577	865.5	15130.3	1261.7000000000003	21517.2	pass
12/28	B	E6	418	PHO2	7982	407368	1918	13111.8	2653.1	17773.8	pass
12/28	B	E7	418	PHO2	7798	413028.5	2247.5	14379.3	2928.3	19153.399999999998	pass
12/28	B	E8	418	PHO2	7931	408002	2158.5	13735.3	2885.7000000000003	18532.2	pass
12/28	B	E9	194	PHO2	8033	426164	1266.5	19328.3	1640.2000000000003	25184.6	pass
12/28	B	E10	424	PHO2	5050	434499	3057.5	31437.8	3838.0000000000005	39787.600000000006	pass
12/28	B	E11	424	PHO2	3016	451302	3385.5	35544.3	3959.4	42358.5	pass
12/28	B	E12	424	PHO2	2454	459192.5	3536	38743.3	4031.2999999999997	44841.3	pass
12/28	B	F1	NA	pho2∆	7932	355593	-134.5	512.3	-28.799999999999955	792.1999999999999	pass
12/28	B	F2	420	pho2∆	7620	328419	2274.5	5457.8	4379.700000000001	9753.599999999999	pass
12/28	B	F3	420	pho2∆	7423	340367	2708.5	5735.3	4793.200000000001	9585.9	pass
12/28	B	F4	420	pho2∆	7392	317656	1933.5	4744.8	4006.9	8834.9	pass
12/28	B	F5	NA	PHO2	8069	345671	-141.5	341.3	-4.199999999999818	545.3	pass
12/28	B	F6	418	pho2∆	7739	340342	2602.5	4721.3	4651.4	7913.5	pass
12/28	B	F7	418	pho2∆	7756	362586.5	3175.5	5321.8	5050.6	8225.199999999999	pass
12/28	B	F8	418	pho2∆	7839	342213	2613.5	4492.3	4588.799999999999	7331.2	pass
12/28	B	F10	424	pho2∆	7735	322624	2442.5	4280.3	4737.299999999999	7685	pass
12/28	B	F11	424	pho2∆	7490	341999.5	4302	6862.8	7198.1	11090.699999999999	pass
12/28	B	F12	424	pho2∆	7570	331560	3627.5	5651.3	6335.5	9539.3	pass
12/28	B	G1	194	PHO2	7841	400173	790.5	14194.3	1180.2000000000003	19876.3	pass
12/28	B	G2	421	PHO2	7090	474157	1811.5	29019.3	1733	31395.2	pass
12/28	B	G3	421	PHO2	8437	467129	1277.5	23661.3	1226.3000000000002	26136.5	pass
12/28	B	G4	421	PHO2	8517	470365	1933.5	30067.3	1863.2000000000003	32271.3	pass
12/28	B	G5	194	PHO2	7946	397120	715.5	13464.3	1055.7000000000003	19129.7	pass
12/28	B	G6	419	PHO2	8013	415053	1932.5	11394.3	2652.9	15316.8	pass
12/28	B	G7	419	PHO2	7855	421024	2385.5	12717.3	3182.6	17020.1	pass
12/28	B	G8	419	PHO2	7865	415788	2492.5	12818.3	3304.7999999999997	17021.899999999998	pass
12/28	B	G9	194	PHO2	7937	407470	746.5	14069.3	1087.1	19546.8	pass
12/28	B	G10	425	PHO2	4298	426174.5	3028.5	34409.8	3968.4	44910.8	pass
12/28	B	G11	425	PHO2	1171	444935	3275.5	37745.3	3988.9	47243.4	pass
12/28	B	G12	425	PHO2	3247	445596	3223.5	35863.3	3900.5000000000005	43684.3	pass
12/28	B	H2	421	pho2∆	7538	311050	9476.5	5414.3	17809.4	10086.8	pass
12/28	B	H3	421	pho2∆	7553	315749	5595.5	2954.3	11065.8	5690.6	pass
12/28	B	H4	421	pho2∆	7707	308601	4394.5	2868.3	8788.4	5388.4000000000005	pass
12/28	B	H5	NA	pho2∆	7891	354105	-165.5	608.3	-62.19999999999982	953.3999999999999	pass
12/28	B	H6	419	pho2∆	7533	340782	6303.5	6023.3	10435.8	9836.699999999999	pass
12/28	B	H7	419	pho2∆	7224	338689	6299	5607.8	10667.1	9423.9	pass
12/28	B	H8	419	pho2∆	7600	333090	4169	4458.3	7476.5	7821	pass
12/28	B	H9	NA	PHO2	8037	363552	-100.5	349.3	8.400000000000091	534.5	pass
12/28	B	H10	425	pho2∆	7816	322349	2141.5	3675.3	4139.5	6451.8	pass
12/28	B	H11	425	pho2∆	7659	303824	1923.5	3148.3	4231.4	5994.4000000000005	pass
12/28	B	H12	425	pho2∆	7482	329261	2782	4218.8	5129.4	7295.5	pass
12/28	A	A1	194	PHO2	7974	385926.5	1204.5	18891.8	1810.3000000000002	27309.1	pass
12/28	A	A2	194	PHO84	7564	379218	881	14833.3	1368	21436.2	pass
12/28	A	A3	194	PHO84	7676	377878.5	849.5	15192.3	1323.4	22173.1	pass
12/28	A	A4	194	PHO84	7323	357340	553.5	12492.3	974	18747.6	pass
