date	plate	well	plasmid	host	events	FSC.H	BL1.H	YL2.H	nGFP	nRFP	flag
02/11	A	C3	188	PHO2	5202	392431.5	986.5	17613.8	1501.8000000000002	25041.5	pass
02/11	A	C4	188	PHO2	5109	396470	1091.5	18181.3	1575.8000000000002	25386.2	pass
02/11	A	D2	188	pho2∆	5082	402743	1220	17865.3	1754.3000000000002	24626.3	pass
02/11	A	D3	188	pho2∆	5160	377759	894	15803.8	1535.1	23830.1	pass
02/11	A	D4	188	pho2∆	5040	405233.5	1174	18016.8	1662.1	24801.3	pass
02/11	A	E2	222	PHO2	5162	413806	772	27858.8	1044.1	37405.9	pass
02/11	A	E3	222	PHO2	5287	417242	745.5	29378.3	1009.9000000000001	39673.200000000004	pass
02/11	A	E4	222	PHO2	5116	448270	851.5	34481.3	940	42650.700000000004	pass
02/11	A	F2	222	pho2∆	5088	372783.5	2028.5	5485.3	3322.2000000000003	8471.099999999999	pass
02/11	A	F3	222	pho2∆	4963	357843	2013.5	5995.3	3439.7999999999997	9403.3	pass
02/11	A	F4	222	pho2∆	5097	368369	2148.5	5559.3	3449.9	8672.199999999999	pass
02/11	A	G2	227	PHO2	5151	362658	2612.5	5094.3	4197.5	7910.8	pass
02/11	A	G3	227	PHO2	5125	355070	1909.5	5379.3	3174.2999999999997	8475.199999999999	pass
02/11	A	G4	227	PHO2	5105	359022	3018.5	6017.3	4882.200000000001	9332	pass
02/11	A	H2	227	pho2∆	5188	396654	4926	8496.8	7438.1	11991.099999999999	pass
02/11	A	H3	227	pho2∆	5056	368548	4135.5	8083.8	6431.299999999999	12077.599999999999	pass
02/11	A	H4	227	pho2∆	5213	378601	5996.5	10108.3	9244	14787.099999999999	pass
02/11	A	A6	211	PHO2	5321	498998	2463.5	62430.3	2298	63810.700000000004	pass
02/11	A	A7	211	PHO2	3137	507013	2727.5	64979.3	2441.2000000000003	64921.700000000004	pass
02/11	A	A8	211	PHO2	5261	519200	2393.5	52131.3	2013.4	50050.200000000004	pass
02/11	A	B6	211	pho2∆	5112	376818	3193	14987.8	5060.799999999999	23079.8	pass
02/11	A	B7	211	pho2∆	5146	392613	3411	17305.8	5062.799999999999	25389.6	pass
02/11	A	B8	211	pho2∆	5179	384018	3335.5	16649.3	5128.5	24593	pass
02/11	A	C6	210	PHO2	5237	380633	1160.5	5433.3	1768.1	7662.2	pass
02/11	A	C7	210	PHO2	5180	351346.5	872.5	4844.3	1597	7443.2	pass
02/11	A	C8	210	PHO2	5168	382952	1120.5	5600.3	1701.3000000000002	8083.6	pass
02/11	A	D6	210	pho2∆	5264	375623.5	1386	6818.3	2142.4	9560	pass
02/11	A	D7	210	pho2∆	5353	364787	1107.5	5929.3	1857.4	8804.8	pass
02/11	A	D8	210	pho2∆	5287	372312	1245.5	6038.3	2002.5	8999.9	pass
02/11	A	E6	217	PHO2	5069	360355	1468.5	9141.3	2509.2000000000003	14232.199999999999	pass
02/11	A	E7	217	PHO2	5182	347392.5	1338.5	8425.8	2422.5	13718.4	pass
02/11	A	E8	217	PHO2	4953	333406	1100.5	7448.3	2222.9	12826.5	pass
02/11	A	F6	217	pho2∆	5175	358658	1872.5	9523.3	3173.7000000000003	14841.4	pass
02/11	A	F7	217	pho2∆	5021	353263	1675.5	9279.3	2919.9	14750.8	pass
02/11	A	F8	217	pho2∆	4895	360069	1805.5	9708.3	2978.8	15140.8	pass
02/11	A	H6	218	pho2∆	4846	351364	3511.5	9357.8	5985.6	15357.199999999999	pass
02/11	A	H7	218	pho2∆	5090	356267	3846.5	10357.3	6276.9	16612.1	pass
02/11	A	H8	218	pho2∆	5095	357996	3591.5	10244.3	6028	16450.3	pass
02/11	A	A10	223	PHO2	4495	502826	2739.5	59930.3	2502.5	59843	pass
02/11	A	A11	223	PHO2	5689	493803	2558.5	60649.3	2444.2000000000003	61588.600000000006	pass
02/11	A	A12	223	PHO2	3769	522523	2683.5	49980.3	2282.3	47909.200000000004	pass
02/11	A	B10	223	pho2∆	5181	375398	3407.5	15632.3	5408.1	23950.2	pass
02/11	A	B11	223	pho2∆	5221	382630	3386.5	14603.3	5267.5	22404.1	pass
02/11	A	B12	223	pho2∆	5167	369250	3274.5	13722.3	5282.200000000001	21078.899999999998	pass
02/11	A	C10	224	PHO2	5297	387279	139.5	737.3	262.4000000000001	1026.3999999999999	fail
02/11	A	C11	224	PHO2	5366	388244.5	1146.5	1341.3	1598.6	1867	pass
02/11	A	C12	224	PHO2	5047	407891	245.5	818.3	323.70000000000005	1066.3	fail
02/11	A	D10	224	pho2∆	5294	377485.5	1065	1472.8	1573.5	2097.4	pass
02/11	A	D11	224	pho2∆	5148	356084.5	1191	1582.3	1971.4	2438.3	pass
02/11	A	D12	224	pho2∆	5316	395372	1182.5	1517.3	1595.7000000000003	2089	pass
02/11	A	E10	220	PHO2	5278	375096.5	884.5	1918.8	1372.4	2746	pass
02/11	A	E11	220	PHO2	5084	339640.5	1274.5	3546.3	2415.3	6122.5	pass
02/11	A	E12	220	PHO2	5297	340459	1157.5	3961.3	2149.1	6737.9000000000005	pass
02/11	A	F10	220	pho2∆	5246	385229	921.5	2012.8	1354.5	2859.1000000000004	pass
02/11	A	F11	220	pho2∆	5349	358458	1425.5	3345.3	2523.3	6167	pass
02/11	A	F12	220	pho2∆	5078	383298	929	2101.3	1372.6	2979.8	pass
02/11	A	G11	221	PHO2	5112	438058	1270	36351.8	1495.3000000000002	45039.200000000004	pass
02/11	A	G12	221	PHO2	5361	428544	1144.5	32243.3	1456.1	41872.700000000004	pass
02/11	A	H10	221	pho2∆	5185	341412	1038.5	5584.3	2043.2000000000003	9170.199999999999	pass
02/11	A	H11	221	pho2∆	5117	337999	1041.5	4753.3	2021.7000000000003	7848.4000000000005	pass
02/11	A	H12	221	pho2∆	5201	348933	1304.5	6190.3	2342.7000000000003	9676.4	pass
02/16	A	A1	194	PHO2	5134	418549	1545	26378.3	2004.3000000000002	34376.4	pass
02/16	A	A2	194	PHO84	5223	410873	1159.5	34781.3	1539.4	46312.100000000006	pass
02/16	A	A3	194	PHO84	5123	425536	1340.5	36935.3	1684.9	48013.3	pass
02/16	A	A4	194	PHO84	5196	396476.5	986	33601.3	1407.3000000000002	45753.3	pass
02/16	A	A5	194	PHO2	5070	413704	1353.5	26158.3	1785.2000000000003	34523.5	pass
02/16	A	A6	211	PHO2	3873	507164	2336.5	56797.3	2004	55417.8	pass
02/16	A	A7	211	PHO2	5317	494499	2305.5	47067.3	2026.4	47299	pass
02/16	A	A8	211	PHO2	4151	502140	2251.5	40840.3	1924.4	41641.8	pass
02/16	A	A9	194	PHO2	5411	433913	1516.5	24410.3	1931.7000000000003	31175.6	pass
02/16	A	A10	223	PHO2	5035	490571	2431.5	40175.3	2157	40895	pass
02/16	A	A11	223	PHO2	3803	503032	2455.5	40961.3	2186.6	41358.3	pass
02/16	A	A12	223	PHO2	5115	498630	2259.5	40071.3	1975.1	40081.9	pass
02/16	A	B2	194	pho2∆	5261	408266	1483.5	1732.3	1983.2000000000003	2320	pass
02/16	A	B3	194	pho2∆	5213	391135	1266.5	1387.3	1838.6	1962.2	pass
02/16	A	B4	194	pho2∆	5169	403832	1433.5	1852.3	1979	2542.7000000000003	pass
02/16	A	B6	211	pho2∆	5110	410692.5	3367	15662.3	4786.200000000001	21746.1	pass
02/16	A	B7	211	pho2∆	5239	412076	3663.5	16623.3	5075.700000000001	22779.899999999998	pass
02/16	A	B8	211	pho2∆	5244	404052.5	3556.5	17073.8	5040.4	24359.399999999998	pass
02/16	A	B9	NA	pho2∆	5350	404013.5	142	810.3	206.60000000000014	1090.1	pass
02/16	A	B10	223	pho2∆	4970	431710.5	4578	20054.8	5716.6	25896.1	pass
02/16	A	B11	223	pho2∆	4767	403723	3884.5	15887.3	5390	21922.1	pass
02/16	A	B12	223	pho2∆	5158	401680.5	3714.5	14690.8	5291.9	21006.1	pass
02/16	A	C1	194	PHO2	5201	401678	1465.5	20983.3	2100.7000000000003	29114	pass
02/16	A	C2	188	PHO2	4983	406336	1175.5	20234.3	1567.6	26790.5	pass
02/16	A	C3	188	PHO2	5100	367650.5	661	13445.3	1132.8000000000002	20049.8	pass
02/16	A	C4	188	PHO2	5019	400500	1132.5	18824.3	1578.5	25812.7	pass
02/16	A	C5	194	PHO2	5219	408449	1420.5	23420.3	1932.5	31180.5	pass
02/16	A	C6	210	PHO2	5117	370166	799.5	4882.3	1329.4	6978.8	pass
02/16	A	C7	210	PHO2	5215	360464	922.5	5313.3	1564.8000000000002	7902.4000000000005	pass
02/16	A	C8	210	PHO2	5243	377416	1060.5	5603.3	1638.2000000000003	7853.9000000000005	pass
02/16	A	C9	194	PHO2	5248	400838	1237.5	23120.8	1756.8000000000002	31600.1	pass
02/16	A	C10	224	PHO2	5283	398011	111.5	526.3	201.70000000000005	730	fail
02/16	A	C11	224	PHO2	5248	393621.5	1236	1038.3	1643.6	1413.2	pass
02/16	A	C12	224	PHO2	5349	406480	176.5	571.3	258.10000000000014	754.0999999999999	fail
02/16	A	D1	NA	PHO2	5091	380375	131.5	650.3	292.10000000000014	937.3	pass
02/16	A	D2	188	pho2∆	5030	382845	853	17022.3	1352.7000000000003	24698.8	pass
02/16	A	D3	188	pho2∆	4895	416170	1232.5	21109.3	1639.7000000000003	27632.5	pass
02/16	A	D4	188	pho2∆	4973	406668	1024.5	18638.3	1500.4	25642.5	pass
02/16	A	D6	210	pho2∆	5272	367996.5	948.5	6141.3	1582.6	8986.5	pass
02/16	A	D7	210	pho2∆	5169	366547	957.5	5927.3	1581.3000000000002	8588.099999999999	pass
02/16	A	D8	210	pho2∆	5071	362101	1065.5	5413.3	1812.9	8087.1	pass
02/16	A	D10	224	pho2∆	5172	384635	1182.5	1096.8	1680.8000000000002	1559.6	pass
02/16	A	D11	224	pho2∆	5085	378649	1269.5	1376.3	1883.7000000000003	2013.7	pass
02/16	A	D12	224	pho2∆	5308	395822	1205.5	1150.8	1640.4	1583.8999999999999	pass
02/16	A	E1	194	PHO2	5352	401638	1330	23188.3	1856.1	31722.399999999998	pass
02/16	A	E2	222	PHO2	5191	409970	688.5	25294.3	954.2	34472	pass
02/16	A	E3	222	PHO2	5048	383850	484.5	23322.8	818.1000000000001	34131.600000000006	pass
02/16	A	E4	222	PHO2	5235	417468	618.5	25867.3	813.2	34038.9	pass
02/16	A	E5	194	PHO2	5296	382770.5	1155	20403.3	1790.3000000000002	29473.3	pass
02/16	A	E6	217	PHO2	5121	350832	1151.5	7756.3	2123.4	12483.599999999999	pass
02/16	A	E7	217	PHO2	5079	369752	1457.5	8349.3	2378.3	12609.599999999999	pass
02/16	A	E8	217	PHO2	5069	362359	1419.5	8331.3	2439.8	12757	pass
02/16	A	E9	194	PHO2	5130	419009.5	1522.5	24327.3	1992.3000000000002	32238.899999999998	pass
02/16	A	E10	220	PHO2	5392	393899	915	1858.8	1262.9	2538.2000000000003	pass
02/16	A	E11	220	PHO2	5078	382217.5	1626	3741.3	2470.5	5650.4000000000005	pass
02/16	A	E12	220	PHO2	5204	376581.5	1238	2552.3	1933.6	3947.1000000000004	pass
02/16	A	F1	NA	pho2∆	5236	385916.5	47	922.3	150.20000000000005	1294.5	pass
02/16	A	F2	222	pho2∆	5089	356140	1553.5	5613.3	2797.8	8963.9	pass
02/16	A	F3	222	pho2∆	5064	349310.5	1636	5047.3	2948.9	8585.5	pass
02/16	A	F4	222	pho2∆	5146	348939	1776	5776.3	3163.4	9568.699999999999	pass
02/16	A	F5	NA	PHO2	4966	363547	42.5	587.8	241.30000000000018	903.8	pass
02/16	A	F6	217	pho2∆	4962	378376	1693	9130.8	2757	13544.9	pass
02/16	A	F7	217	pho2∆	4983	383412	1837.5	9484.3	2874.9	14039	pass
02/16	A	F8	217	pho2∆	5119	394422	1954.5	9588.3	2882.4	13605.5	pass
02/16	A	F10	220	pho2∆	5379	388260	730.5	1680.3	1114.3000000000002	2361.1000000000004	pass
02/16	A	F11	220	pho2∆	5242	382867	1254.5	2741.3	1914	4187.9000000000005	pass
02/16	A	F12	220	pho2∆	5188	375009.5	738	1534.8	1138.1	2224.9	pass
02/16	A	G1	194	PHO2	5251	401038	1319.5	23402.3	1866.9	32259	pass
02/16	A	G2	227	PHO2	5154	338600	1528.5	4685.3	2940.3	7952.5	pass
02/16	A	G3	227	PHO2	5278	344628.5	1618	5892.8	2867.1	9586.599999999999	pass
02/16	A	G4	227	PHO2	5237	345543	2379.5	5645.3	4026.5000000000005	9034.099999999999	pass
02/16	A	G5	194	PHO2	5241	394243	1235.5	21163.3	1793	29721.399999999998	pass
02/16	A	G6	218	PHO2	1211	470616	2485.5	56170.3	2767.2000000000003	64691	pass
02/16	A	G7	218	PHO2	2092	465792	2484.5	51200.8	2709.7000000000003	59953.5	pass
02/16	A	G9	194	PHO2	5187	410999	1335.5	22128.3	1806.3000000000002	29828.8	pass
02/16	A	G10	221	PHO2	5168	388833	27	558.3	119.40000000000009	800.9	fail
02/16	A	G11	221	PHO2	3903	448073	1364.5	36408.3	1543.4	43818	pass
02/16	A	G12	221	PHO2	5098	426439	930	30478.8	1238.7000000000003	40919	pass
02/16	A	H2	227	pho2∆	5282	364124.5	4143.5	8405.3	6648.9	13446.599999999999	pass
02/16	A	H3	227	pho2∆	4959	333963	3404.5	8216.3	5945.9	13979.5	pass
02/16	A	H4	227	pho2∆	5160	342531	4266.5	8292.3	7283.699999999999	13673.599999999999	pass
02/16	A	H5	NA	pho2∆	5212	375407	26	836.3	166.9000000000001	1243.7	pass
02/16	A	H6	218	pho2∆	5110	369383.5	2874.5	9472.8	4825.5	14821.199999999999	pass
02/16	A	H7	218	pho2∆	5140	391740.5	4353.5	11175.8	6281.6	15908.5	pass
02/16	A	H8	218	pho2∆	4865	350719	3525.5	9631.3	6057.1	15665.199999999999	pass
02/16	A	H9	NA	PHO2	5159	373906	53.5	554.3	207.5	823.1999999999999	pass
02/16	A	H10	221	pho2∆	5146	374592.5	1309	6601.8	2042.7000000000003	9553.599999999999	pass
02/16	A	H11	221	pho2∆	4972	344631.5	1024.5	5451.3	1901.7000000000003	8412.199999999999	pass
02/16	A	H12	221	pho2∆	5287	365407	1297.5	6319.3	2123.5	9327.5	pass
02/18	A	A1	194	PHO2	5267	389051	1306.5	22168.3	1962.5	32561.5	pass
02/18	A	A2	230	PHO2	5232	432214	894.5	26876.3	1095.4	34382.700000000004	pass
02/18	A	A3	230	PHO2	5335	431144	854.5	26643.3	1031.1	33719.9	pass
02/18	A	A4	230	PHO2	5078	429310	766.5	28170.8	914.3000000000002	35972.4	pass
02/18	A	A5	194	PHO2	5181	418396	1514.5	28438.3	1969.5	38466.200000000004	pass
02/18	A	A6	240	PHO2	5139	383463	1612.5	4513.3	2398.7000000000003	6296	pass
02/18	A	A7	240	PHO2	5242	397319.5	1980.5	5082.8	2770.9	6870.1	pass
02/18	A	A8	240	PHO2	5167	392200	2188.5	5992.3	3086.7999999999997	8236.099999999999	pass
02/18	A	A9	194	PHO2	5052	421293.5	1373.5	27167.3	1772.5	35564.200000000004	pass
02/18	A	A10	252	PHO2	2457	477653	3009.5	44247.3	2846.4	48654.5	pass
02/18	A	A11	252	PHO2	5278	445836.5	2916	35172.3	3786.4	42697.200000000004	pass
02/18	A	A12	252	PHO2	2456	456194	3229	44943.3	3759.5000000000005	53268.4	pass
02/18	A	B2	230	pho2∆	4999	418167	3628.5	11377.3	4860.299999999999	14725.3	pass
02/18	A	B3	230	pho2∆	5097	421681	3358.5	10256.3	4527.9	13485.4	pass
02/18	A	B4	230	pho2∆	5006	405623	2162	6518.8	3112.1	9227	pass
02/18	A	B6	240	pho2∆	4997	430057	4076.5	9774.3	5280.5	12618.099999999999	pass
02/18	A	B7	240	pho2∆	5019	394466	3226.5	7824.3	4616.9	11258.699999999999	pass
02/18	A	B8	240	pho2∆	5066	417501.5	3304	7696.3	4554.200000000001	10275.5	pass
02/18	A	B9	NA	pho2∆	5202	387481.5	49	1145.3	151.30000000000018	1633.2	pass
02/18	A	B10	252	pho2∆	5476	443563	4504.5	5959.8	5600.799999999999	7277	pass
02/18	A	B11	252	pho2∆	5574	445457	4488	5837.8	5484.5	7178	pass
02/18	A	B12	252	pho2∆	3836	439510	5354.5	8254.3	6960.799999999999	10641.5	pass
02/18	A	C1	194	PHO2	5165	434935	1571.5	27651.3	1880.8000000000002	34889	pass
02/18	A	C2	229	PHO2	5371	404145	1663.5	1235.3	2037.3000000000002	1620.8999999999999	pass
02/18	A	C3	229	PHO2	5330	404328.5	1537.5	1188.8	1941.5	1556.1	pass
02/18	A	C4	229	PHO2	5463	400136	1496.5	1161.3	1918.2000000000003	1529.6	pass
02/18	A	C5	194	PHO2	5239	419602	1525.5	25085.3	1936.7000000000003	32577.8	pass
02/18	A	C6	241	PHO2	4285	510109	2503.5	33521.3	2164.2000000000003	33424.5	pass
02/18	A	C7	241	PHO2	1524	471464	2728.5	53325.3	2777	60170.9	pass
02/18	A	C8	241	PHO2	2016	500825.5	2915	37780.3	2596.7000000000003	37697.3	pass
02/18	A	C9	194	PHO2	5253	430591	1534.5	27169.3	1880.5	34779.5	pass
02/18	A	C10	253	PHO2	4533	446700	2084.5	5666.3	2011.9	6574.5	pass
02/18	A	C11	253	PHO2	5161	359681	1423.5	4535.3	2383.2000000000003	6861.9000000000005	pass
02/18	A	C12	253	PHO2	5285	386719	1711.5	5728.3	2519.6	7969	pass
02/18	A	D1	NA	PHO2	4963	398016	116.5	667.3	182.20000000000005	910.0999999999999	pass
02/18	A	D2	229	pho2∆	5368	371581.5	1263.5	1213.3	1856.6	1761.3	pass
02/18	A	D3	229	pho2∆	5340	396203	1334.5	1204.8	1749.2000000000003	1641.1	pass
02/18	A	D4	229	pho2∆	5366	389598.5	1179	1228.8	1613.3000000000002	1699.7	pass
02/18	A	D6	241	pho2∆	4762	386734.5	4719.5	11344.8	6954.4	16510	pass
02/18	A	D7	241	pho2∆	4786	374777	4604	11525.3	7030.799999999999	17267.1	pass
02/18	A	D8	241	pho2∆	4713	377862	5046.5	11972.3	7475	17642.5	pass
02/18	A	D10	253	pho2∆	5018	380692	2601	7920.8	3764.4	11267.699999999999	pass
02/18	A	D11	253	pho2∆	4802	369603	2480	7653.8	3738.2000000000003	11190.199999999999	pass
02/18	A	D12	253	pho2∆	5049	369302	2362.5	7615.3	3561.5000000000005	10961.099999999999	pass
02/18	A	E1	194	PHO2	4950	419098.5	1453.5	25286.3	1853	32707.8	pass
02/18	A	E2	231	PHO2	5319	392590	176.5	3252.3	312.9000000000001	4426	fail
02/18	A	E3	231	PHO2	2698	433309	1713	7330.8	2111.3	9364.099999999999	fail
02/18	A	E5	194	PHO2	5073	439234	1591.5	27222.3	1870.8000000000002	33818.5	pass
02/18	A	E6	250	PHO2	5173	401309	3446.5	5311.3	4713.6	7170	pass
02/18	A	E7	250	PHO2	5216	364877	2294.5	3481.3	3581.6	5216.8	pass
02/18	A	E8	250	PHO2	5245	368300	2677.5	3938.3	4150.5	5968.8	pass
02/18	A	E9	194	PHO2	5180	424945.5	1423.5	27012.8	1801.7000000000003	35398.600000000006	pass
02/18	A	E10	194	PHO84	5224	391128	1056.5	28271.8	1527	40217	pass
02/18	A	E11	194	PHO84	5238	431930	1497.5	34366.3	1792.3000000000002	43189.700000000004	pass
02/18	A	E12	194	PHO84	5251	436171	1481.5	35520.3	1764.6	44160.3	pass
02/18	A	F1	NA	pho2∆	5126	408220	71.5	883.3	95.60000000000014	1163.5	pass
02/18	A	F2	231	pho2∆	5030	366012.5	4017.5	6501.8	6275.4	9831.4	pass
02/18	A	F3	231	pho2∆	5024	388026	4274	7195.8	6281.700000000001	10390.4	pass
02/18	A	F4	231	pho2∆	5254	392087	4150	7276.8	6007.9	10285.699999999999	pass
02/18	A	F5	NA	PHO2	5372	395219.5	65.5	633.3	137.80000000000018	864.4	pass
02/18	A	F6	250	pho2∆	5238	386286.5	4594	6729.3	6761.299999999999	9663.099999999999	pass
02/18	A	F7	250	pho2∆	5239	411929	4430.5	6673.3	6334.299999999999	9218.199999999999	pass
02/18	A	F8	250	pho2∆	5133	368919	4101.5	5923.3	6434.5	8957.699999999999	pass
02/18	A	F10	194	pho2∆	5220	403084.5	1383	1559.3	1767.9	2041.8	pass
02/18	A	F11	194	pho2∆	5335	391279	1174.5	1362.3	1604.7000000000003	1846.3	pass
02/18	A	F12	194	pho2∆	5135	404090	1575.5	1659.3	1953.2000000000003	2111.6000000000004	pass
02/18	A	G1	194	PHO2	5285	441527	1576.5	27155.3	1835.4	33343.600000000006	pass
02/18	A	G2	233	PHO2	5584	488760.5	2457.5	32981.3	2270.7000000000003	34197	pass
02/18	A	G3	233	PHO2	5418	483285.5	2337.5	32671.3	2138.5	34302.8	pass
02/18	A	G4	233	PHO2	5314	482629.5	2328	31854.3	2168.3	33071.200000000004	pass
02/18	A	G5	194	PHO2	5255	422074	1416.5	24988.3	1795.5	32450	pass
02/18	A	G6	251	PHO2	5304	519718.5	2352	35157.3	1933.7000000000003	33961.4	pass
02/18	A	G7	251	PHO2	2062	485222.5	2578	41221.3	2466.5	44386	pass
02/18	A	G8	251	PHO2	2502	532385	2376.5	34325.3	1839.1	31431.399999999998	pass
02/18	A	G9	194	PHO2	5160	432301	1458.5	25297.8	1771.4	31998.5	pass
02/18	A	G10	188	PHO2	4789	400686	1061.5	19306.3	1477.1	26073.399999999998	pass
02/18	A	G11	188	PHO2	5015	399153	1046.5	18030.3	1470.6	24939.3	pass
02/18	A	G12	188	PHO2	4935	393198	1000.5	18895.3	1442.6	26178	pass
02/18	A	H2	233	pho2∆	4948	413935.5	4710.5	906.3	5864	1173.6	pass
02/18	A	H3	233	pho2∆	5178	407518	4790	955.3	6129.299999999999	1287.8999999999999	pass
02/18	A	H4	233	pho2∆	5102	369971.5	11201	9227.3	17732.2	13920.699999999999	pass
02/18	A	H5	NA	pho2∆	5234	386814.5	-5.5	694.3	64.5	976.5	pass
02/18	A	H6	251	pho2∆	5136	359121.5	4470.5	9770.8	6917.799999999999	15140.4	pass
02/18	A	H7	251	pho2∆	4968	337863.5	3596	8349.3	6467.299999999999	14113	pass
02/18	A	H8	251	pho2∆	4943	346674	4733.5	10136.3	7772.699999999999	16250.699999999999	pass
02/18	A	H9	NA	PHO2	5235	388320	-19.5	613.3	54.80000000000018	854.8	pass
02/18	A	H10	188	pho2∆	5005	390006	1128.5	18028.3	1622.2000000000003	25257.1	pass
02/18	A	H11	188	pho2∆	4982	365752.5	805.5	15312.3	1406.4	23368.3	pass
02/18	A	H12	188	pho2∆	4616	373692	970.5	15947.8	1539.4	23643.6	pass
02/19	A	A1	194	PHO2	5244	418900.5	1571.5	26238.8	2056.4	34352.700000000004	pass
02/19	A	A2	194	PHO84	5196	378570	1167.5	30193.8	1813.7000000000003	44398.9	pass
02/19	A	A3	194	PHO84	5184	419976.5	1391	32908.3	1833.8000000000002	44085.4	pass
02/19	A	A4	194	PHO84	5110	421973.5	1469	33667.3	1905.5	44978	pass
02/19	A	A5	194	PHO2	5294	411214.5	1197	22376.3	1626.4	30072.8	pass
02/19	A	A6	230	PHO2	5325	409719	710.5	23128.3	974.8000000000002	31619.2	pass
02/19	A	A7	230	PHO2	5268	412950	606.5	19723.8	825.2	26540.6	pass
02/19	A	A8	230	PHO2	5214	425693	720.5	23557.8	921.8000000000002	30871.3	pass
02/19	A	A9	194	PHO2	5216	407475	1145	22007.8	1569.1	30258.899999999998	pass
02/19	A	A10	240	PHO2	5042	353262	1279.5	3837.8	2220.9	5993.8	pass
02/19	A	A11	240	PHO2	5273	346476	1160.5	3038.3	2123.1	4904.8	pass
02/19	A	A12	240	PHO2	5190	358581	1628.5	5046.8	2716.7000000000003	7759.7	pass
02/19	A	B2	194	pho2∆	5159	392674	1341.5	1296.3	1877.1	1814.3999999999999	pass
02/19	A	B3	194	pho2∆	5027	388989	1345.5	1541.3	1902.2000000000003	2142.4	pass
02/19	A	B4	194	pho2∆	4734	374284.5	1219.5	1286.8	1790.7000000000003	1832.7	pass
02/19	A	B6	230	pho2∆	5078	351639.5	2779.5	6266.3	4647.9	9963.8	pass
02/19	A	B7	230	pho2∆	5049	359444	2497.5	7495.3	4062.0000000000005	11424.4	pass
02/19	A	B8	230	pho2∆	5028	354722.5	1868.5	5388.8	3175.6	8623.699999999999	pass
02/19	A	B9	NA	pho2∆	5187	378003	23.5	878.3	149.70000000000005	1302.7	pass
02/19	A	B10	240	pho2∆	4792	348277.5	2888.5	6533.3	4813.799999999999	10331.4	pass
02/19	A	B11	240	pho2∆	5220	339875	2157	4623.8	3843.0000000000005	7724.8	pass
02/19	A	B12	240	pho2∆	5184	338945	2207	5599.8	3970.2999999999997	9356.3	pass
02/19	A	C1	194	PHO2	5169	409181	1521.5	25714.3	2050.1	34375.200000000004	pass
02/19	A	C2	188	PHO2	5094	410031.5	1281	20479.3	1733.7000000000003	27625.7	pass
02/19	A	C3	188	PHO2	4940	388058	1049.5	18115.3	1611.9	25831.899999999998	pass
02/19	A	C4	188	PHO2	5138	401260.5	1248.5	20717.8	1717	28377.5	pass
02/19	A	C5	194	PHO2	5042	418965	1576.5	25288.3	2065.4	33717.5	pass
02/19	A	C6	231	PHO2	5282	373334.5	122	2772.8	307.60000000000014	4024.8	fail
02/19	A	C7	231	PHO2	2676	418575.5	1636.5	6415.8	2306.8	8893.599999999999	fail
02/19	A	C9	194	PHO2	5238	402568	1376.5	20987.8	1947.3000000000002	29571.1	pass
02/19	A	C10	233	PHO2	5296	497914.5	2491	34061.8	2233.8	35019.8	pass
02/19	A	C11	233	PHO2	5153	488028	2574.5	37691.3	2375.4	38925.100000000006	pass
02/19	A	C12	233	PHO2	4543	493403	2580.5	37389.3	2360.3	38728.4	pass
02/19	A	D1	NA	PHO2	5375	361949	6.5	474.3	182.30000000000018	718.6999999999999	pass
02/19	A	D2	188	pho2∆	4986	386855.5	1173.5	17249.3	1789.4	24838.3	pass
02/19	A	D3	188	pho2∆	4919	375970	1029.5	16332.3	1675.9	24513.3	pass
02/19	A	D4	188	pho2∆	4872	367418	1066.5	16167.8	1774.2000000000003	24703.3	pass
02/19	A	D6	231	pho2∆	4825	337234	3524.5	5875.3	6102.1	9842	pass
02/19	A	D7	231	pho2∆	4984	337298	3318	5842.3	5699.1	9580.5	pass
02/19	A	D8	231	pho2∆	5162	314610	2833	4665.3	5428.5	8364.3	pass
02/19	A	D10	233	pho2∆	4834	391435.5	4349	1230.8	5846.1	1721.3	pass
02/19	A	D11	233	pho2∆	4993	391237	4712.5	1001.3	6402.299999999999	1380.7	pass
02/19	A	D12	233	pho2∆	5008	331057.5	8998	7807.8	15378.499999999998	13498.3	pass
02/19	A	E1	194	PHO2	5204	400302.5	1434.5	24045.3	2030.2000000000003	33547.700000000004	pass
02/19	A	E2	229	PHO2	5022	365276	1072.5	1036.3	1625.2000000000003	1545	pass
02/19	A	E3	229	PHO2	5121	360522	1013.5	1393.3	1581	2116.6000000000004	pass
02/19	A	E4	229	PHO2	5236	373677	1121	1429.3	1659.7000000000003	2057.4	pass
02/19	A	E5	194	PHO2	4886	409298	1507	22086.3	2058.5	29987.399999999998	pass
02/19	A	E6	252	PHO2	5194	460783.5	1977	29931.3	2041.3000000000002	33830.8	pass
02/19	A	E7	252	PHO2	5197	429420	2511.5	28271.3	3300.7000000000003	35254.5	pass
02/19	A	E8	252	PHO2	5040	446090	2344.5	32600.8	2582	38911.9	pass
02/19	A	E9	194	PHO2	4843	392802	1336.5	21907.3	1937	31029.5	pass
02/19	A	E10	250	PHO2	5103	327360	1864.5	2763.3	3534.5000000000005	4747.5	pass
02/19	A	E11	250	PHO2	5229	336252	1711.5	2643.3	3173.7000000000003	4446.7	pass
02/19	A	E12	250	PHO2	5084	336871	2166	3504.3	3927.6	5866.3	pass
