well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
A1	194-555-1	194-555-1	36215	35922	10030	9367	484411	2720	35374	2954.9	38246.8
A2	213-555-1	213-555-1	31660	31303	9772	9122	408931.5	2107.5	15307.5	2823.7	20760.8
A3	213-555-2	213-555-2	27844	27662	10073	9455	411686	1592	12197	2195.4	17162.9
A4	213-555-3	213-555-3	17221	16429	3134	2848	454196.5	2607.5	21168	3082.2	25032.4
A5	194-555-5	194-555-5	21562	21147	6476	6079	426703	2532	29023	3230.5	38161.6
A6	212-555-1	212-555-1	44189	43330	9755	8978	438902	2132	12452	2625.9	15195.9
A7	212-555-2	212-555-2	25111	24399	6064	5678	408890	2035	11090	2687.7	14780.6
A8	212-555-3	212-555-3	38526	37382	8012	7435	399064	1870	11064	2558.6	15100.6
A9	194-555-9	194-555-9	37742	36937	8545	7860	454668.5	2618	34876.5	3128.6	41930.5
A10	215-555-1	215-555-1	36832	35936	9865	9197	397961	2405	10437	3319.9	14089.4
A11	215-555-2	215-555-2	40456	39517	9827	9200	384521.5	1991	7042	2847.4	9888
A12	215-555-3	215-555-3	40824	39349	9661	8990	384663.5	2354.5	10374	3332.3	14686.5
B1	NA-blank-1	NA-blank-1	678	130	46	42	292593.5	1462	6350.5	2697.8	11029.8
B2	213-373-1	213-373-1	38250	37438	9210	8650	401974	2332	14389.5	3146.7	19435.2
B3	213-373-2	213-373-2	28656	28343	10211	9562	396552	1627	11502.5	2340	16611.9
B4	213-373-3	213-373-3	14080	13469	2931	2719	423976	2544	18341	3230.8	23559
B5	NA-156-2	NA-156-2	33384	32749	9605	9023	400863	821	74	1093.1	95.8
B6	212-373-1	212-373-1	18383	17711	4550	4265	385098	2066	11769	2981.3	16822.1
B7	212-373-2	212-373-2	35973	35383	9665	9108	371537.5	1751	8805	2653.6	13207.2
B8	212-373-3	212-373-3	31753	31010	8348	7823	373818	2013	10685	2967.3	15674.7
B9	NA-373-3	NA-373-3	34707	32956	9615	9009	378237	832	989	1191.2	1441.5
B10	215-373-1	215-373-1	27828	26872	6399	5932	383343.5	2877.5	12801.5	4117.8	18375
B11	215-373-2	215-373-2	27932	24508	3280	3005	383213	3040	11336	4472.8	16160.3
B12	215-373-3	215-373-3	38705	37152	9655	9052	358900	2525.5	11032.5	3863.6	16862.1
C1	194-555-2	194-555-2	28849	28389	8969	8144	464409.5	2817	32251	3229.3	37513.9
C2	232-555-1	232-555-1	23429	23084	7865	7301	410334	2288	27296	3125.2	38550.3
C3	232-555-2	232-555-2	27306	27015	10178	9609	386858	1600	21421	2377.4	31915.3
C4	232-555-3	232-555-3	9872	9498	3268	2983	422003	2434	32113	3162.1	42925.1
C5	194-555-6	194-555-6	11836	11556	3673	3408	421070.5	2472.5	26510.5	3180.4	34444.6
C6	216-555-1	216-555-1	30978	30624	9722	9281	382086	1995	2671	2890.4	3801.8
C7	216-555-2	216-555-2	28683	28332	9594	9182	355416	1894	2665	3011.4	4148.7
C8	216-555-3	216-555-3	24471	23855	7122	6770	376446	2175	2758	3193.2	3976.1
C9	194-555-10	194-555-10	10919	10562	3177	2876	421196.5	2482	28331	3239.4	36855.3
C10	209-555-1	209-555-1	30050	29775	9968	9427	351768	1559	7289	2433.3	11602.5
C11	209-555-2	209-555-2	31206	30438	7903	7230	400359.5	2330	13459.5	3157.5	18230.1
C12	209-555-3	209-555-3	32733	32287	9889	9278	372038	1892	9501.5	2811.7	14178.8
