well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
D1	NA-555-1	NA-555-1	26866	26647	9658	9185	396095	950	567	1297.4	779.8
D2	232-373-1	232-373-1	30223	29602	9609	9071	385108	2430	1484	3404.3	2086.4
D3	232-373-2	232-373-2	28748	28433	10375	9856	386340	1952	2547	2705.8	3663.6
D4	232-373-3	232-373-3	16550	15994	4855	4530	396430.5	2705	1631.5	3507.3	2215
D5	NA-blank-2	NA-blank-2	524	118	40	37	281100	1890	2181	3249.2	2968.8
D6	216-373-1	216-373-1	10440	9954	2931	2740	363572	2753	4761	4415.3	7622.3
D7	216-373-2	216-373-2	30110	29634	9532	8951	361178	2563	4533	4025.5	7297.2
D8	216-373-3	216-373-3	30109	29612	9609	9029	358202	3042	6272	4689.6	9782.6
D9	NA-156-3	NA-156-3	22319	21411	6589	6135	414622	848	75	1114.8	96
D10	209-373-1	209-373-1	29210	28826	9853	9379	334949	1355	5737	2240.5	9563.8
D11	209-373-2	209-373-2	34307	33336	9580	8921	362538	2186	10707	3331.7	16342.7
D12	209-373-3	209-373-3	32812	32218	9703	9094	358023.5	2038	9670	3145.1	15211.2
E1	194-555-3	194-555-3	32430	31981	9636	8921	430423	2445	26639	3058.2	33455.2
E2	234-555-1	234-555-1	45896	43648	10269	9365	496366	2074	38813	2134.9	40403.1
E3	234-555-2	234-555-2	43702	41564	10813	9907	502166	1800	35404	1825.7	35899.5
E4	234-555-3	234-555-3	3322	2906	472	412	511484.5	2454	43571.5	2403.5	42379.3
E5	194-555-7	194-555-7	6983	6729	2054	1852	445528	2615	28911	3123.9	35006.8
E6	219-555-1	219-555-1	10561	10095	2779	2504	437512.5	1974.5	34846	2417.1	43051.9
E7	219-555-2	219-555-2	5097	4705	1454	1281	435281	1933	37965	2504.8	48712.3
E8	219-555-3	219-555-3	18185	17508	5445	4949	399326	1799	37913	2510.9	54048.7
E9	194-555-11	194-555-11	12971	12545	4115	3756	422797	2434	27676.5	3143	36228.6
E10	194-529-1	194-529-1	17872	17685	6144	5720	423203	2306.5	35902.5	2946.5	46072.3
E11	194-529-2	194-529-2	14500	14298	4895	4500	435521.5	2417.5	38243.5	3017	47482.2
E12	194-529-3	194-529-3	16207	16021	5603	5212	407106	2109	30476	2840.3	42118.7
F1	NA-373-1	NA-373-1	16738	16408	5509	5172	382306.5	848.5	579	1200.1	827.4
F2	234-373-1	234-373-1	17215	16238	5408	4963	374243	3867	6188	5723.3	8853.5
F3	234-373-2	234-373-2	15857	15645	5684	5399	377646	2447	4610	3603.5	6978.7
F4	234-373-3	234-373-3	17781	17392	5272	4949	390552	4066	6569	5696.8	9074.7
F5	NA-555-2	NA-555-2	14439	14321	5416	5149	384401	843	533	1201.7	768.1
F6	219-373-1	219-373-1	8120	7725	2184	2042	382237	2150	6753	3178.1	9764.7
F7	219-373-2	219-373-2	16188	15961	5333	5067	353661	1779	5586	2798	8818.6
F8	219-373-3	219-373-3	15768	15566	5516	5208	359360.5	1857	6464.5	2891	9861.1
F9	NA-blank-3	NA-blank-3	948	500	178	166	337135	2050	1071.5	3075.2	1894.4
F10	194-373-1	194-373-1	15944	15649	5476	5151	370303	1746	1358	2575.9	1980.1
F11	194-373-2	194-373-2	17730	17068	5573	5187	391266	2025	1473	2722.8	1946
F12	194-373-3	194-373-3	17641	16979	5430	5079	397401	2181	1493	2868.9	1985.6
G1	194-555-4	194-555-4	18288	18040	5286	4896	431511	2497.5	26192.5	3099.8	32945.2
G2	235-555-1	235-555-1	14864	14603	5528	5209	361041	2715	3367	4124	5113.1
G3	235-555-2	235-555-2	14772	14704	5543	5291	341756	1540	2348	2453.1	3713.1
G4	235-555-3	235-555-3	18725	18344	5282	5035	384648	2819	2875	4065.9	4158.9
G5	194-555-8	194-555-8	8492	8261	2622	2377	437536	2492	26270	3078.8	32479.3
G6	239-555-1	239-555-1	17873	16054	3725	1623	493945	3135	42203	3118.7	42537.6
G7	239-555-2	239-555-2	23818	21022	4103	3547	497391	2996	39609	3014.4	40474.3
G8	239-555-3	239-555-3	15477	15090	5579	556	492286.5	2453	30833	2570.9	32283.9
G9	194-555-12	194-555-12	4596	4325	1343	1199	449385	2591	28650	3120.4	34723.7
G10	188-555-1	188-555-1	17212	16994	5447	4993	374607	1590	15037	2351.4	22415.5
G11	188-555-2	188-555-2	19029	18581	5259	4874	393361	1819	16621	2539.4	23422.3
G12	188-555-3	188-555-3	17081	16786	5400	4983	390181	1669	15962	2352.2	22619
H1	NA-156-1	NA-156-1	15052	14961	5347	5014	423968.5	883	75	1126.8	93.5
H2	235-373-1	235-373-1	15772	15541	5398	5055	363881	3787	5333	5802.7	8172.6
H3	235-373-2	235-373-2	16075	15878	5166	4885	362701	2871	4117	4338.9	6204.8
H4	235-373-3	235-373-3	15672	15462	5437	5141	351663	3290	4618	5245.2	7482.4
H5	NA-373-2	NA-373-2	16364	15975	5455	5155	397968	863	759	1169.6	1046.3
H6	239-373-1	239-373-1	16771	16467	5374	5007	344459	4720	9406	7702.3	15436.4
H7	239-373-2	239-373-2	15902	15721	5261	4945	338086	3811	8441	6324.6	14193
H8	239-373-3	239-373-3	16079	15856	5387	5110	326484	2683	7128	4633.6	12321.1
H9	NA-555-3	NA-555-3	14651	14492	5437	5144	400126	917.5	701	1234.7	957.2
H10	188-373-1	188-373-1	16493	16194	5336	4957	370823	1652	13927	2458.1	20641.6
H11	188-373-2	188-373-2	19813	19181	4900	4531	374185	1756	15483	2559.5	22563.9
H12	188-373-3	188-373-3	16818	16547	5240	4853	368822	1495	12227	2236.8	18507.9
