well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
C5	194-555-6	194-555-6	15553	15341	5630	5291	398494	2099	23564	2874.4	32732.2
C6	277-555-1	277-555-1	18902	18371	5524	5071	429397	1981	27835	2500.3	35694.2
C7	277-555-2	277-555-2	18536	17230	4415	3983	429090	2125	29460	2666.7	37631.1
C8	277-555-3	277-555-3	17874	17613	5646	4976	434090.5	2080.5	24492	2588.6	31294.4
C9	194-555-10	194-555-10	18036	17626	5472	5060	435410.5	2532	26164	3176.2	33354.5
C10	255-555-1	255-555-1	17403	17037	5588	5171	402612	2259	18236	3139	25528.9
C11	255-555-2	255-555-2	15587	15415	5456	5106	385947	2185.5	16862	3167.8	24897.8
C12	255-555-3	255-555-3	15639	15450	5377	5016	395729.5	2201.5	16503	3093.5	23552.2
D1	NA-555-1	NA-555-1	15216	14998	5510	5210	364501.5	878	642	1303.7	970
D2	188-373-1	188-373-1	19519	18881	5251	4907	384243	1950	18006	2823.3	26211.3
D3	188-373-2	188-373-2	17406	17068	5300	4935	373082	1735	15591	2566.4	23559.6
D4	188-373-3	188-373-3	17199	16889	5347	5028	366844.5	1784.5	15393.5	2698.6	23609.5
D5	NA-blank-2	NA-blank-2	386	83	30	30	188605.5	1378.5	2960	2416.2	11034.8
D6	277-373-1	277-373-1	20630	19978	5155	4826	369938.5	1726.5	14285	2662.8	22132.9
D7	277-373-2	277-373-2	18279	17725	5347	4981	381880	2013	16891	2959.1	24633.1
D8	277-373-3	277-373-3	18464	17994	5359	4984	397732.5	2087	17055	2900.5	23922.4
D9	NA-156-3	NA-156-3	19518	19201	5521	5216	443457	971	457	1189.9	539.9
D10	255-373-1	255-373-1	17024	16679	5413	5057	369603	2764	9761	4142	14739.9
D11	255-373-2	255-373-2	15258	15056	5215	4878	368311.5	2700	9471	4045.7	14093.6
D12	255-373-3	255-373-3	15599	15374	5445	5109	351467	2531	9201	4060.2	14520.1
E1	194-555-3	194-555-3	16552	16269	5463	5094	419061	2293.5	24966.5	3030.6	33176.6
E2	278-555-1	278-555-1	15778	15515	5519	5257	357974	2068	2798	3136.7	4255.5
E3	278-555-2	278-555-2	14947	14751	5400	5160	346722	1861.5	2497	2923.4	3930.6
E4	278-555-3	278-555-3	14335	14190	5476	5204	348747	1941.5	2584	3076.1	4070.4
E5	194-555-7	194-555-7	16839	16486	5527	5192	402070	1930	20830.5	2669.9	29219
E6	265-555-1	265-555-1	14387	14281	5421	5118	339511.5	1560	6240.5	2599.4	10340.8
E7	265-555-2	265-555-2	15085	14920	5444	5145	359398	1903	7038	2936.1	10889.4
E8	265-555-3	265-555-3	13643	13538	5508	5221	321209	1398	5162	2442.1	9085.4
E9	194-555-11	194-555-11	16868	16616	5611	5202	415334.5	2380	25474	3167.9	34583.6
E10	257-555-1	257-555-1	17554	17161	5522	5052	415088.5	1697	28513	2267.4	38886.7
E11	257-555-2	257-555-2	16659	16422	5520	4915	414045	1559	24655	2089.7	33728.8
E12	257-555-3	257-555-3	17415	17118	5634	5099	428068	1873	31007	2407.5	41063.5
F1	NA-373-1	NA-373-1	16146	15774	5305	5012	359272	785	787.5	1206.3	1191.6
F2	278-373-1	278-373-1	16649	16003	5392	5065	359863	1859	1202	2730.8	1827.7
F3	278-373-2	278-373-2	14657	14388	5562	5260	334476.5	1608	1137	2596.3	1864.5
F4	278-373-3	278-373-3	15963	15452	5490	5101	371700	1857	1229	2649.5	1792.1
F5	NA-555-2	NA-555-2	14758	14609	5457	5186	360933.5	846	605	1278.7	923.1
F6	265-373-1	265-373-1	15838	15354	5377	5127	343779	2517	4377	4248	7993.1
F7	265-373-2	265-373-2	17091	16434	5398	5149	358385	3226	5387	5256.6	9717.1
F8	265-373-3	265-373-3	16745	16048	5478	5276	349720	2818	4636.5	4629.5	8435
F9	NA-blank-3	NA-blank-3	258	50	17	14	278067.5	1644	2978	3554.4	4765
F10	257-373-1	257-373-1	16426	16108	5462	5127	373783	1518	14280	2315.6	22002.8
F11	257-373-2	257-373-2	16358	16050	5362	5031	367970	1528	13563	2332.9	21089.7
F12	257-373-3	257-373-3	17227	16847	5458	5080	369060.5	1694.5	15943.5	2557.9	24189.5
G1	194-555-4	194-555-4	15749	15481	5403	5007	396150	2021	22916	2860.3	32717.2
G2	279-555-1	279-555-1	15036	14783	5530	5209	364124	1964	5598	2954.4	8511.1
G3	279-555-2	279-555-2	14628	14456	5369	5067	342809	1683	4782	2675.8	7686.1
G4	279-555-3	279-555-3	15621	15381	5585	5254	368561	2010	6172	2949.6	9096.2
G5	194-555-8	194-555-8	18944	18272	5512	5081	437279	2501	27368	3126.6	34269.3
G6	266-555-1	266-555-1	14844	14674	5295	4975	337108	1861	5906	3096.1	9772.7
G7	266-555-2	266-555-2	14216	14058	5450	5117	339606	2072	6216	3413.2	10317.1
G8	266-555-3	266-555-3	14146	14025	5441	5134	318766.5	1712.5	5232.5	2992.5	9151.3
G9	194-555-12	194-555-12	16576	16338	5560	5229	426204	2298	25321	2985.6	33627
G10	258-555-1	258-555-1	18078	17506	5612	5153	431989	3932	31978	5101.9	41670.7
G11	258-555-2	258-555-2	18082	17533	5696	5285	441868	3190	27915	4077.3	36011.9
G12	258-555-3	258-555-3	19303	18520	5370	4874	433342	3800	32242.5	5036	42335.7
H1	NA-156-1	NA-156-1	17391	17053	5477	5087	432190	960	1626	1198.3	2008.3
H2	279-373-1	279-373-1	16882	16424	5230	4913	347435	4186	5920	6980.4	9804.7
H3	279-373-2	279-373-2	15903	15441	5493	5145	328260	3542	4853	6102.1	8425.8
H4	279-373-3	279-373-3	17361	16868	5172	4912	340735	4106.5	6078.5	7036.7	10314.2
H5	NA-373-2	NA-373-2	15920	15474	5503	5174	355319.5	804	1795	1248.4	2775.9
H6	266-373-1	266-373-1	16610	16165	5231	4942	318029.5	1966	6533.5	3634.5	11956.3
H7	266-373-2	266-373-2	17093	16611	5236	4920	327046	2630.5	8016	4423.7	13714.6
H8	266-373-3	266-373-3	17955	17556	5403	5096	379894	2539	8012.5	3772.5	11975.6
H9	NA-555-3	NA-555-3	15926	15630	5372	5100	351963	877	1298	1345.9	2003.4
H10	258-373-1	258-373-1	20095	19558	5463	5101	395923	4187	12987	5905.8	18535.8
H11	258-373-2	258-373-2	16740	16468	5252	4944	359367	2982	9276.5	4733.6	14765.2
H12	258-373-3	258-373-3	18405	17999	5285	4961	366295	3525	11133	5475.9	17285.8
