well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
C2	188-555-1	188-555-1	16969	16706	5495	5102	398812.5	1808.5	16978	2541.2	23972.6
C3	188-555-2	188-555-2	18018	17665	5443	5046	398094	1835	18175	2533.4	24879.2
C4	188-555-3	188-555-3	16987	16592	5481	4410	387269.5	1776.5	16541	2534.9	23716.7
C5	194-555-6	194-555-6	16042	15724	5617	5098	401420.5	2126	21590	2933.7	30735.3
C6	294-555-1	294-555-1	18809	18424	5521	5096	407776	1912	20021	2571.9	27086.8
C7	294-555-2	294-555-2	17751	17457	5539	5157	396730	1743	18348	2427.2	25835.5
C8	294-555-3	294-555-3	18897	18522	5472	5081	404692	1871	19407	2526.1	26489.3
C9	194-555-10	194-555-10	16262	15916	5556	5167	408442	2077	22493	2841.8	30767.9
C10	327-555-1	327-555-1	23938	19002	3737	3383	522726	1953	40142	1768.7	38298
C11	327-555-2	327-555-2	17931	17539	5711	5299	406919	1687	30783	2345.1	44124.6
C12	327-555-3	327-555-3	17161	16854	5583	5168	402940.5	1686	29374	2365	42140.6
D1	NA-555-1	NA-555-1	14834	14713	5541	5208	385386	843	654.5	1177	926.7
D2	188-373-1	188-373-1	17663	17391	5378	5058	370621	1767	15144	2657.6	23139.7
D3	188-373-2	188-373-2	17118	16834	5361	5013	384520	1794	15714	2593.7	22703.2
D4	188-373-3	188-373-3	17729	17301	5203	4918	367579	1653	15268.5	2556	23819.2
D5	NA-blank-2	NA-blank-2	214	81	42	34	294324.5	1528.5	12552.5	3051.2	22016.7
D6	294-373-1	294-373-1	18879	18425	5286	4908	409212.5	1837.5	18809.5	2469.3	25520.5
D7	294-373-2	294-373-2	18794	18311	5397	4998	395262	1779.5	17413	2495	24539.3
D8	294-373-3	294-373-3	18860	18290	5224	4841	406172	1855	18773	2512.3	25673.5
D9	NA-156-3	NA-156-3	15300	15104	5717	5368	389006.5	663	77	941.4	104.3
D10	327-373-1	327-373-1	16355	16083	5373	5115	347449	2011	5844	3300	9402
D11	327-373-2	327-373-2	15146	14951	5440	5164	333714	1804.5	4820	3042.3	8041.5
D12	327-373-3	327-373-3	15655	15454	5309	5022	342674	2031.5	6282	3328.8	10145.4
E1	194-555-3	194-555-3	17139	16839	5588	5246	417268	2270	25498.5	3020.2	34570.4
E2	330-555-1	330-555-1	16090	15955	5197	4874	361709	2050	5992.5	3162.5	9328.6
E3	330-555-2	330-555-2	15093	14974	5227	4951	346094	1990	6046	3238.2	9640.6
E4	330-555-3	330-555-3	15179	15077	5243	4955	353313	1871	6203	2988.7	9915
E5	194-555-7	194-555-7	15238	14953	5669	5242	396778.5	2110	23553	2937.5	33236.5
E6	332-555-1	332-555-1	15156	15038	5353	5104	344902.5	1506	3319.5	2432.6	5192.6
E7	332-555-2	332-555-2	15091	14975	5435	5172	354328	1598	3679.5	2534.1	5677.7
E8	332-555-3	332-555-3	16934	16689	5398	5114	348292	1577	4031	2536.3	6388.8
E9	194-555-11	194-555-11	15295	15082	5553	5183	393500	1908	21636	2725.2	31387.2
E10	328-555-1	328-555-1	16014	15747	5597	5192	398315	1322	23964	1835.4	33908.7
E11	328-555-2	328-555-2	15524	15284	5612	5181	394599	1403	20035	1954.2	28351.1
E12	328-555-3	328-555-3	16238	15946	5532	5142	406192	1382	23593	1892.2	32841.5
F1	NA-373-1	NA-373-1	17094	16679	5493	5156	371948.5	770	756.5	1129.8	1133.4
F2	330-373-1	330-373-1	16917	16697	5330	5050	356669	2170	6149.5	3416.2	9694.4
F3	330-373-2	330-373-2	16407	16163	5245	4846	349467	2079	5772	3370.4	9481.1
F4	330-373-3	330-373-3	18775	18392	5027	4757	349201	2048	6209	3278.8	9827.9
F5	NA-555-2	NA-555-2	14410	14259	5405	5116	366016.5	778	646	1146.5	966.3
F6	332-373-1	332-373-1	17155	16776	5422	5108	372761	2550.5	7263	3756.9	10828.6
F7	332-373-2	332-373-2	15419	15245	5273	4990	339080	1605	5372	2589.8	8815.7
F8	332-373-3	332-373-3	16585	16361	5166	4869	347540	1926	6001	3107.2	9620.6
F9	NA-blank-3	NA-blank-3	161	67	32	27	308314	1494	4113	3005.2	9943.2
F10	328-373-1	328-373-1	16116	15841	5375	5073	337689	2424	4126	4170.8	7478.5
F11	328-373-2	328-373-2	15375	15126	5455	5210	351892	1824	2252	2863.5	3837
F12	328-373-3	328-373-3	15322	15076	5329	4978	339552.5	3019.5	4250.5	5155.2	7467.1
G1	194-555-4	194-555-4	16486	16180	5517	5165	407566	2163	25196	2943.5	34751.5
G2	331-555-1	331-555-1	15811	15655	5258	4940	368900	2118	14545.5	3232.2	22299.9
G3	331-555-2	331-555-2	16534	16325	5153	4835	361514	1990	13250	3100.6	20866.7
G4	331-555-3	331-555-3	16816	16556	5276	4938	372805.5	2195	13920	3309.9	21103.7
G5	194-555-8	194-555-8	15579	15292	5623	5201	405503	2172	22711	3009.2	31638.2
G6	334-555-1	334-555-1	14762	14543	5455	712	450511.5	2986.5	29602.5	4097.5	39641.6
G7	334-555-2	334-555-2	20297	19272	5662	5126	449173.5	4070	41834	5580.9	56793.2
G8	334-555-3	334-555-3	17834	16853	4656	4081	399705	4217	36743	6283	55127.3
G9	194-555-12	194-555-12	16083	15783	5549	5185	403879	1898	22526	2668.2	32027.5
G10	329-555-1	329-555-1	2576	1916	445	374	460325	3588.5	57768	4156.9	66146.9
G11	329-555-2	329-555-2	14039	11916	2403	2142	468306.5	3283.5	53316.5	3726	61435.6
G12	329-555-3	329-555-3	14660	12106	2798	2473	477846	3061	49832	3319.7	54257.3
H1	NA-156-1	NA-156-1	15282	15155	5635	5266	417570.5	747	157	983.2	202.9
H2	331-373-1	331-373-1	17270	17000	5104	4807	371941	2357	13677	3544.6	20531.2
H3	331-373-2	331-373-2	16863	16498	5019	4639	360576	2284	13241	3615.1	20903.3
H4	331-373-3	331-373-3	16089	15793	5082	4781	348262	2082	12021	3381.2	19492
H5	NA-373-2	NA-373-2	16143	15785	5337	4985	371230	748	801	1114.4	1214.8
H6	334-373-1	334-373-1	15180	14943	5270	4956	331927	6291.5	7445.5	10657.8	12615.7
H7	334-373-2	334-373-2	15304	15068	5320	5033	326590	5745	7493	9849.2	12927
H8	334-373-3	334-373-3	15051	14792	5336	5062	319447	5734.5	7234.5	10111.4	12699.9
H9	NA-555-3	NA-555-3	13914	13809	5479	5194	355604.5	775.5	578	1187.2	886.7
H10	329-373-1	329-373-1	16448	16167	5263	4930	336354.5	4278.5	8703.5	7207.8	14909
H11	329-373-2	329-373-2	15629	15410	5086	4753	328293	3709	7790	6622.3	13614.2
H12	329-373-3	329-373-3	16814	16536	5055	4708	338322	4279.5	8533.5	7239	14441.3
