well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
A1	194-555-1	194-555-1	18572	18537	8025	7431	369288	1975	18186	2929.6	27403.3
A2	435-555-1	435-555-1	20100	20047	8376	7849	377183	1187	11679	1724.7	17202.8
A3	435-555-2	435-555-2	23851	23746	8506	7970	402149	1352	13854	1821.3	19002.5
A4	435-555-3	435-555-3	21119	21052	8563	8058	390707	1338	12425	1872	17364.9
A5	194-555-5	194-555-5	22004	21947	8828	8332	399636.5	1947	16630	2651.5	23286.3
A6	437-555-1	437-555-1	24267	24156	8747	8244	369076.5	1084.5	5856	1577.3	8394.2
A7	437-555-2	437-555-2	22902	22806	8726	8176	384522.5	1444	8735	2036.3	12276.8
A8	437-555-3	437-555-3	22261	22159	8543	7985	373054	1180	6336	1718	9144.7
A9	194-555-9	194-555-9	27564	27315	8529	7900	424136	2187	20174	2786.5	25693.2
A10	439-555-1	439-555-1	23220	23154	8514	7969	371405	1234	9433	1806	13883.5
A11	439-555-2	439-555-2	21717	21638	8461	7906	376696	4035	8815	5899.4	12870
A12	439-555-3	439-555-3	23525	23405	8581	7904	372086.5	4680	9277	6990.3	13793.2
B1	NA-blank-1	NA-blank-1	154	57	29	23	327787	3591	6767	7307.6	12440.4
B2	435-373-1	435-373-1	21129	20862	8187	7690	376065.5	2188	2001	3294	3151.6
B3	435-373-2	435-373-2	22374	22146	8288	7806	380780	2367	2011	3434.3	3076.3
B4	435-373-3	435-373-3	23868	23609	8369	7898	390631.5	2375	2294.5	3492.4	3534.4
B5	NA-156-2	NA-156-2	23330	23215	8531	8013	424415	860	86	1108.4	109.6
B6	437-373-1	437-373-1	23718	23495	8438	7880	364315	1438	768.5	2150.2	1180.4
B7	437-373-2	437-373-2	30235	29143	8685	8186	412033	3156	1121	4126.6	1475.1
B8	437-373-3	437-373-3	24608	24163	8355	7873	380861	1389	637	1957.1	915.3
B9	NA-373-3	NA-373-3	23516	23061	8312	7845	372367	794	579	1166.9	853.8
B10	439-373-1	439-373-1	24719	24323	8353	7922	365749	2514	1117	3762.9	1689.4
B11	439-373-2	439-373-2	26471	25702	8329	7867	357129	3320	860	5042.1	1318.7
B12	439-373-3	439-373-3	23295	23027	8233	7761	349569	3462	854	5427.2	1377.6
C1	194-555-2	194-555-2	22440	22366	8536	8035	408513	2091	15184	2802.6	20665.8
C2	250-555-1	250-555-1	24362	24244	8292	7841	384410	2307	2480	3335.4	3619.7
C3	250-555-2	250-555-2	25589	25449	8493	8096	393635	2152	1926	3034.7	2760.1
C4	250-555-3	250-555-3	25097	24969	8532	8061	389834	2026	2060	2905.6	2995
C5	194-555-6	194-555-6	26534	26347	8568	7873	431034	2268	19180	2838.1	24034.5
C6	224-555-1	224-555-1	22787	22556	8520	7983	376397	799	508	1160.2	737.1
C7	224-555-2	224-555-2	25738	25428	8727	8158	381521.5	1234	810	1733	1145.3
C8	224-555-3	224-555-3	29328	28911	8647	7992	366927.5	823	519	1210	765.4
C9	194-555-10	194-555-10	24355	24228	8701	8072	412836.5	1912	18496	2538	25229.4
C10	278-555-1	278-555-1	23958	23842	8689	8252	351604.5	1230	1013	1905.5	1558.2
C11	278-555-2	278-555-2	25050	24859	8558	8137	364403	3298	1933	4962.5	2992.2
C12	278-555-3	278-555-3	22981	22865	8553	8044	364375.5	5133	1784.5	7802	2636.7
D1	NA-555-1	NA-555-1	20595	20556	8281	7852	353822.5	746	483	1142.4	749.6
D2	250-373-1	250-373-1	24553	24257	8254	7790	391375.5	3329.5	3667	4949.2	5431.5
D3	250-373-2	250-373-2	23042	22836	8028	7558	401774	2957.5	2989.5	4185.2	4351.6
D4	250-373-3	250-373-3	22225	22036	8099	7618	372532	2732	3053	4117.3	4655.5
D5	NA-blank-2	NA-blank-2	195	77	31	30	315096.5	1993	2318	3655.1	4721.3
D6	224-373-1	224-373-1	25186	24697	8483	8027	383299	1692	778	2350.7	1108.2
D7	224-373-2	224-373-2	23333	23051	8238	7812	345233	1161	581	1829.2	929.5
D8	224-373-3	224-373-3	26116	25644	8576	8106	363025.5	1162.5	670.5	1719.4	995.9
D9	NA-156-3	NA-156-3	21309	21254	8773	8253	394255	690	77	954.7	104.6
D10	278-373-1	278-373-1	24641	24278	8249	7813	354189	1312	701	2008	1086.5
D11	278-373-2	278-373-2	23138	22817	8177	7660	357128.5	3480	837	5260.9	1284.8
D12	278-373-3	278-373-3	25494	24912	8563	7932	374990.5	2912	907	4168.6	1302.8
E1	194-555-3	194-555-3	23335	23248	8557	8038	400670.5	1724.5	15176.5	2355.9	21137.9
E2	436-555-1	436-555-1	24995	24866	8595	8038	411157	1302	14986	1728.6	20260.4
E3	436-555-2	436-555-2	25370	25253	8603	8037	417114	1388	16991	1808.1	22407.2
E4	436-555-3	436-555-3	24881	24777	8507	7967	406116	1267	16777	1696.1	22725.6
E5	194-555-7	194-555-7	22305	22220	8333	7776	403218	2021	17789.5	2734.7	24509.5
E6	438-555-1	438-555-1	22571	22494	8295	7780	369154.5	1249	5631	1827.1	8243.1
E7	438-555-2	438-555-2	22931	22865	8409	7930	373914	1190	5142.5	1742.2	7568.9
E8	438-555-3	438-555-3	24607	24522	8669	8163	351279	951	3836	1461.3	5853.4
E9	194-555-11	194-555-11	22838	22753	8414	7782	413561.5	1827	16636.5	2418.2	22101.4
F1	NA-373-1	NA-373-1	22803	22428	8206	7673	375598	752	437	1098.9	642.5
F2	436-373-1	436-373-1	22517	22301	8053	7711	363518	1783	1457	2762.1	2275
F3	436-373-2	436-373-2	31593	31053	8314	7872	376036	5918.5	8081	8631.9	11595.2
F4	436-373-3	436-373-3	25157	24902	8156	7761	366818	1446	1237	2215.4	1846.5
F5	NA-555-2	NA-555-2	21853	21781	8574	8190	351033.5	690	255	1069.5	394.6
F6	438-373-1	438-373-1	22831	22638	8323	7936	335635.5	1404	487	2303.1	810.1
F7	438-373-2	438-373-2	26640	26305	8445	7977	365478	2301	652	3421.9	957.9
F8	438-373-3	438-373-3	23523	23230	8377	7922	342826	1238	547	1970.7	892
F9	NA-blank-3	NA-blank-3	178	104	50	45	315230	1233	664	2007.3	1291.4
G1	194-555-4	194-555-4	22706	22654	8602	8083	410695	1808	14469	2430.7	19534.1
G2	240-555-1	240-555-1	22833	22718	8311	7912	345797.5	1853.5	1466	2965.6	2276.5
G3	240-555-2	240-555-2	23179	23054	8168	7784	352318	1640	1604	2565.8	2457.8
G4	240-555-3	240-555-3	22287	22207	8141	7763	349963	1718	2013	2682.8	3116.4
G5	194-555-8	194-555-8	22172	22110	8557	7983	403000	1973	16358	2689	22337.6
G6	229-555-1	229-555-1	22365	22232	8488	8043	364334	1383	505	1997.9	740
G7	229-555-2	229-555-2	23106	22909	8520	8056	365630.5	1356	461	1967	672.7
G8	229-555-3	229-555-3	22293	22099	8488	8031	350418	1254	450	1924	696.7
G9	194-555-12	194-555-12	23274	23207	8586	7959	405875	1785	17312	2424.8	23872.9
H1	NA-156-1	NA-156-1	20905	20838	8499	7986	413805	774	177	1019.7	230.6
H2	240-373-1	240-373-1	26628	26358	8357	7959	369457	2358	3435	3478.4	5250.5
H3	240-373-2	240-373-2	27773	27462	8557	8032	387713.5	1984.5	2903.5	2864.4	4316.8
H4	240-373-3	240-373-3	22043	21831	8005	7539	355508	2337	3080	3673.7	4891
H5	NA-373-2	NA-373-2	24216	23691	8202	7613	368939	765	606	1139.2	899.3
H6	229-373-1	229-373-1	24322	23865	8238	7730	368859	1562	627	2233.3	913.2
H7	229-373-2	229-373-2	25107	24559	8311	7783	376725	1747	678	2432.9	976.5
H8	229-373-3	229-373-3	23818	23342	8324	7807	366579	1493	531	2138.3	782.3
H9	NA-555-3	NA-555-3	18619	18596	8172	7707	355623	727	408	1116.6	636.5
