Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,N/A,All Events,N/A,N/A,32166,14,2297.571,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,23462,14,1675.857,72.940,63.626,371795,108178,334545,90541,256892,52289,157480.56,57780.51,42.36,53.41,169057.17,55615.29,50.53,61.43
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6567,14,469.071,20.416,57.414,9666,N/A,9219,N/A,11013,N/A,5129.79,N/A,53.07,N/A,5863.68,N/A,63.60,N/A
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,14,714.286,31.089,31.089,12777,N/A,9784,N/A,11013,N/A,12221.54,N/A,95.66,N/A,9881.53,N/A,101.00,N/A
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,14,714.286,31.089,37.323,323168,88,299650,86,244604,83,121632.87,9.86,37.64,11.19,126012.84,10.38,42.05,12.07
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,23462,14,1675.857,72.940,72.940,371795,102,334545,96,256892,95,157480.56,27.75,42.36,27.17,169057.17,16.31,50.53,16.99
Y1H CgE1,Experiment,Group,,346-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6567,14,469.071,20.416,20.416,9666,N/A,9219,N/A,11013,N/A,5129.79,N/A,53.07,N/A,5863.68,N/A,63.60,N/A
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,N/A,All Events,N/A,N/A,25356,9,2817.333,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,21459,9,2384.333,84.631,69.153,328073,96151,287861,77105,218144,46166,144431.05,53567.82,44.02,55.71,137226.49,42672.19,47.67,55.34
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,5699,9,633.222,22.476,47.295,3434,N/A,2574,N/A,1795,N/A,2570.91,N/A,74.87,N/A,1439.60,N/A,55.93,N/A
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,9,1111.111,39.438,39.438,2169,N/A,1430,N/A,1795,N/A,2577.87,N/A,118.86,N/A,1670.89,N/A,116.85,N/A
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,9,1111.111,39.438,38.210,282454,85,256764,84,228435,82,110469.49,8.51,39.11,9.99,102603.33,8.90,39.96,10.59
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,21459,9,2384.333,84.631,84.631,328073,100,287861,93,218144,91,144431.05,28.50,44.02,28.46,137226.49,14.83,47.67,15.94
Y1H CgE1,Experiment,Group,,379-696-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,5699,9,633.222,22.476,22.476,3434,N/A,2574,N/A,1795,N/A,2570.91,N/A,74.87,N/A,1439.60,N/A,55.93,N/A
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,N/A,All Events,N/A,N/A,25647,8,3205.875,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,21561,8,2695.125,84.068,64.872,337334,96690,300589,78769,252942,50068,139825.07,52559.77,41.45,54.36,131251.61,41254.83,43.66,52.37
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,487,8,60.875,1.899,3.860,1720,N/A,1485,N/A,1180,N/A,844.88,N/A,49.12,N/A,366.20,N/A,24.66,N/A
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,8,1250.000,38.991,38.991,411,N/A,286,N/A,233,N/A,514.67,N/A,125.37,N/A,223.87,N/A,78.28,N/A
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,8,1250.000,38.991,36.019,293011,85,267964,84,222128,80,105934.41,8.31,36.15,9.72,98708.54,8.90,36.84,10.59
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,21561,8,2695.125,84.068,84.068,337334,102,300589,94,252942,91,139825.07,30.21,41.45,29.73,131251.61,14.83,43.66,15.77
Y1H CgE1,Experiment,Group,,379-696-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,487,8,60.875,1.899,1.899,1720,N/A,1485,N/A,1180,N/A,844.88,N/A,49.12,N/A,366.20,N/A,24.66,N/A
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,N/A,All Events,N/A,N/A,24002,8,3000.250,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,20601,8,2575.125,85.830,74.709,323120,95013,285956,77511,220049,48214,138820.18,51846.12,42.96,54.57,128496.94,41386.78,44.94,53.39
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,5982,8,747.750,24.923,52.719,3241,N/A,2495,N/A,2387,N/A,2324.11,N/A,71.70,N/A,1349.91,N/A,54.12,N/A
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,8,1250.000,41.663,41.663,2148,N/A,1530,N/A,2387,N/A,2392.31,N/A,111.36,N/A,1625.67,N/A,106.29,N/A
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,8,1250.000,41.663,42.400,281492,85,255859,84,209892,81,107155.09,8.24,38.07,9.68,98229.66,7.41,38.39,8.82
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,20601,8,2575.125,85.830,85.830,323120,99,285956,93,220049,92,138820.18,27.80,42.96,28.03,128496.94,14.83,44.94,15.94
Y1H CgE1,Experiment,Group,,379-696-3,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,5982,8,747.750,24.923,24.923,3241,N/A,2495,N/A,2387,N/A,2324.11,N/A,71.70,N/A,1349.91,N/A,54.12,N/A
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,N/A,All Events,N/A,N/A,30113,33,912.515,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,19535,33,591.970,64.872,61.720,366670,107125,336023,91401,248755,58391,150235.02,55368.97,40.97,51.69,159681.95,52457.35,47.52,57.39
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6455,33,195.606,21.436,61.429,9320,N/A,8714,N/A,13314,N/A,4982.23,N/A,53.46,N/A,5574.58,N/A,63.97,N/A
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,33,303.030,33.208,33.208,10947,N/A,8234,N/A,13314,N/A,11020.94,N/A,100.68,N/A,9393.01,N/A,114.08,N/A
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,33,303.030,33.208,48.669,329256,90,311625,88,242754,84,120419.55,9.93,36.57,11.06,131494.02,11.86,42.20,13.48
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,19535,33,591.970,64.872,64.872,366670,99,336023,96,248755,94,150235.02,20.35,40.97,20.54,159681.95,13.34,47.52,13.90
Y1H CgE1,Experiment,Group,,346-696-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6455,33,195.606,21.436,21.436,9320,N/A,8714,N/A,13314,N/A,4982.23,N/A,53.46,N/A,5574.58,N/A,63.97,N/A
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,N/A,All Events,N/A,N/A,25273,10,2527.300,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,20813,10,2081.300,82.353,70.177,329716,98546,296151,81944,210041,52253,139976.09,52432.24,42.45,53.21,136142.71,44102.90,45.97,53.82
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6794,10,679.400,26.882,58.614,6203,N/A,5155,N/A,5519,N/A,4203.88,N/A,67.77,N/A,3787.30,N/A,73.47,N/A
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,10,1000.000,39.568,39.568,5490,N/A,3476,N/A,5519,N/A,6857.70,N/A,124.92,N/A,4373.67,N/A,125.82,N/A
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,10,1000.000,39.568,41.034,287103,86,264044,84,210027,80,108156.40,8.43,37.67,9.86,103202.30,8.90,39.09,10.59
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,20813,10,2081.300,82.353,82.353,329716,99,296151,93,210041,90,139976.09,27.22,42.45,27.37,136142.71,14.83,45.97,15.94
Y1H CgE1,Experiment,Group,,451-1009-1,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6794,10,679.400,26.882,26.882,6203,N/A,5155,N/A,5519,N/A,4203.88,N/A,67.77,N/A,3787.30,N/A,73.47,N/A
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,N/A,All Events,N/A,N/A,28930,14,2066.429,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,,R2,FSC - FSC-H,SSC - SSC-H,22282,14,1591.571,77.020,68.463,351757,106704,321742,90570,222288,52271,151144.45,55975.13,42.97,52.46,163491.49,54497.41,50.81,60.17
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6491,14,463.643,22.437,58.189,6589,N/A,5310,N/A,6504,N/A,4532.31,N/A,68.79,N/A,4102.35,N/A,77.26,N/A
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,,R1,PHO5pr-mCherry - YL2-H,,10000,14,714.286,34.566,34.566,5954,N/A,3457,N/A,6504,N/A,7774.09,N/A,130.58,N/A,4579.01,N/A,132.46,N/A
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,,R1,FSC - FSC-H,FSC - FSC-W,10000,14,714.286,34.566,39.981,300189,86,276895,85,232536,80,116716.73,9.05,38.88,10.47,119338.18,8.90,43.10,10.47
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,,R2,FSC - FSC-H,FSC - FSC-W,22282,14,1591.571,77.020,77.020,351757,101,321742,95,222288,93,151144.45,27.17,42.97,26.91,163491.49,16.31,50.81,17.17
Y1H CgE1,Experiment,Group,,451-1009-2,Experiment,None,,R3,PHO5pr-mCherry - YL2-H,,6491,14,463.643,22.437,22.437,6589,N/A,5310,N/A,6504,N/A,4532.31,N/A,68.79,N/A,4102.35,N/A,77.26,N/A
Y1H CgE1,Experiment,Group,,451-1009-3,Experiment,None,N/A,All Events,N/A,N/A,30044,19,1581.263,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
