well	sample	name	n_root	n_cells	n_singlet	n_induction	FSC.H	BL1.H	YL2.H	nGFP	nRFP
C1	194-555-2	194-555-2	24100	23960	8679	8084	415509.5	1965	18160	2565.2	24018.3
C2	188-555-1	188-555-1	30752	30312	8736	7958	388822.5	1683.5	12883.5	2366.2	18235.2
C3	188-555-2	188-555-2	30415	29957	8504	7799	377854	1647	12538	2378.6	18284.9
C4	188-555-3	188-555-3	30136	29772	8576	7814	384283	1568	11212.5	2243.7	16090.5
C5	194-555-6	194-555-6	25076	24856	8781	8082	413937	2032	18586.5	2654.2	24855.9
C6	407-555-1	407-555-1	17055	16546	5576	4767	425587	4383	32695	5711.1	42550.2
C7	407-555-2	407-555-2	13246	12573	4665	4019	409294	4234	32412	5816.6	44897.8
C8	407-555-3	407-555-3	17435	16748	5495	4862	426975.5	4273.5	33306	5644.5	44187.1
C9	194-555-10	194-555-10	24275	23907	8603	7901	418147	1948	18741	2527.8	24746.8
C10	411-555-1	411-555-1	24117	23787	8291	7824	367501	1561	3106.5	2307.5	4573.4
C11	411-555-2	411-555-2	23136	22901	8404	7933	352472	1323	2562	2050.7	3892.8
C12	411-555-3	411-555-3	22248	21900	8315	7882	368602.5	1573	3027	2320.9	4471.1
D1	NA-555-1	NA-555-1	21065	20859	8239	7804	357746.5	780	426	1178	641.7
D2	188-373-1	188-373-1	29960	29208	8188	7497	366966	1559	10503	2339	16008.3
D3	188-373-2	188-373-2	33363	32554	8153	7418	356295	1571	10944.5	2394.4	16887.4
D4	188-373-3	188-373-3	31946	31173	8452	7720	369582	1521	10094.5	2264.1	14939.1
D5	NA-blank-2	NA-blank-2	438	85	16	16	184374	1977.5	1550	4015	6509.6
D6	407-373-1	407-373-1	21592	21192	7997	7613	334978	8437	4214	14539.3	7321
D7	407-373-2	407-373-2	21740	21411	8025	7601	328296	8646	5127	15060.8	8891.3
D8	407-373-3	407-373-3	19831	19517	7869	7463	318468	8402	4599	15006.2	8243.7
D9	NA-156-3	NA-156-3	28752	28370	8627	8050	442583.5	817	94	992.3	112.4
D10	411-373-1	411-373-1	26925	26299	8342	7825	351159	1764	3871	2786.9	6077
D11	411-373-2	411-373-2	24334	23990	8407	7943	352633	1634	4010	2557	6301.8
D12	411-373-3	411-373-3	25550	25026	8462	7989	349198	1740	3876	2791.8	6193.3
E1	194-555-3	194-555-3	28088	27801	8302	7658	413465.5	1960	18662.5	2568.7	25080.7
E2	414-555-1	414-555-1	22120	21821	8551	8061	379745	1631	617	2273.7	860.8
E3	414-555-2	414-555-2	21862	21651	8589	8080	380403	1728	727	2370.5	1017.8
E4	414-555-3	414-555-3	20005	19914	8575	8131	373434	1485	617	2111.6	883.9
E5	194-555-7	194-555-7	23299	23095	8442	7694	428114.5	2124	18946	2695.3	24207.5
E6	408-555-1	408-555-1	20646	20483	8247	7892	348418	1536	1998.5	2436.4	3156.3
E7	408-555-2	408-555-2	21719	21498	8259	7921	347305	1489	2096	2372.5	3263.7
E8	408-555-3	408-555-3	23656	23230	8165	7783	354209	1715	2778	2684.5	4309.9
E9	194-555-11	194-555-11	21403	21012	6904	6276	434383	2244	22650	2769.8	28082.4
E10	412-555-1	412-555-1	20948	20810	8296	7890	340914	2013	2256.5	3282.7	3650.9
E11	412-555-2	412-555-2	20882	20726	8279	7824	331689.5	1714	1868	2895.1	3162.4
E12	412-555-3	412-555-3	22695	22548	8397	7960	340442	2056	2304.5	3353.5	3800.6
F1	NA-373-1	NA-373-1	25857	25202	8364	7831	363038	718	502	1070.9	759.9
F2	414-373-1	414-373-1	21082	20768	8444	7955	370532	1591	824	2256.9	1197.2
F3	414-373-2	414-373-2	23299	22825	8406	7909	384513	1746	900	2373.4	1251.8
F4	414-373-3	414-373-3	23748	23319	8460	7977	379636	1562	722	2173.3	1020.8
F5	NA-555-2	NA-555-2	18157	18069	8152	7760	357131.5	710	301	1071.5	458.3
F6	408-373-1	408-373-1	24544	24161	8243	7753	328833	1896	3742	3164.7	6278.2
F7	408-373-2	408-373-2	23344	23008	8228	7697	337434	1788	3362	2972.3	5567.4
F8	408-373-3	408-373-3	28354	27509	8132	7640	337023	2035.5	4238.5	3332.9	6879.7
F9	NA-blank-3	NA-blank-3	377	68	10	9	345852	2408	932	3747.6	1652.8
F10	412-373-1	412-373-1	28316	27571	8186	7663	333058	2819	3583	4719.6	6091.9
F11	412-373-2	412-373-2	22687	22182	8133	7610	330883.5	2561	3096.5	4363	5281
F12	412-373-3	412-373-3	20946	20647	8053	7555	332113	2447	3040	4103.5	5241.3
G1	194-555-4	194-555-4	22715	22578	8426	7815	424547	2061	18848	2682.3	24848.2
G2	415-555-1	415-555-1	21486	21291	8504	8118	364208.5	1871.5	749	2736.4	1078.7
G3	415-555-2	415-555-2	20502	20363	8375	8051	353968	2094	843	3371.5	1388
G4	415-555-3	415-555-3	19873	19692	8161	7748	361584.5	1807.5	675.5	2703.6	1003.5
G5	194-555-8	194-555-8	20626	20514	8591	7990	411046	1672	13025	2249.3	17711.5
G6	409-555-1	409-555-1	21318	21167	8175	7819	345908	1774	2197	2843.5	3458.2
G7	409-555-2	409-555-2	22541	22376	8176	7798	339003	1714	2338.5	2771.2	3667.7
G8	409-555-3	409-555-3	21393	21239	8375	8013	337402	1730	2018	2848.8	3297.1
G9	194-555-12	194-555-12	23904	23699	8832	8124	431033	1997.5	19074.5	2534.7	24532.7
G10	413-555-1	413-555-1	21641	21519	8447	8019	354402	1612	2061	2544.4	3236.5
G11	413-555-2	413-555-2	20544	20467	8392	7989	338642	1366	1584	2231.8	2606.9
G12	413-555-3	413-555-3	19981	19898	8236	7835	345166	1501	1851	2429	2986.8
H1	NA-156-1	NA-156-1	22803	22659	8578	8103	446376	865	207	1044.2	247.1
H2	415-373-1	415-373-1	23979	23566	8547	7882	384848.5	1584	788	2130.6	1071.2
H3	415-373-2	415-373-2	24688	23962	7639	7175	364558	1841	1026	2633.9	1517.1
H4	415-373-3	415-373-3	25351	24700	8483	7818	381199	1698	904	2273.2	1219.6
H5	NA-373-2	NA-373-2	22998	22704	8516	8032	371944	693	521	1009.4	765.7
H6	409-373-1	409-373-1	24089	23689	8218	7684	343984.5	2399.5	4244.5	3889	6826.2
H7	409-373-2	409-373-2	22253	21885	8125	7597	340464	2347	3297	3794.6	5355
H8	409-373-3	409-373-3	23404	23018	8002	7542	335001	2427	4115.5	3992.4	6741.6
H9	NA-555-3	NA-555-3	19744	19600	8308	7850	366975.5	707.5	386	1045.9	576.1
H10	413-373-1	413-373-1	26776	26287	8123	7642	337496.5	2359	4153	3884.7	6832
H11	413-373-2	413-373-2	22573	22285	8357	7830	340524.5	2027.5	3309	3342.8	5363.4
H12	413-373-3	413-373-3	22936	22601	8083	7639	341933	1958	3042	3240.1	5059.4
