plasmid_id	chimera_makeup	host	A
188	CCCCC	pho2	19.009683426443203
188	CCCCC	pho2	16.432560535806285
194	SSSSS	PHO2	16.696659242761694
194	SSSSS	PHO2	18.693650793650793
194	SSSSS	PHO2	19.220786026200873
194	SSSSS	pho2	0.9663063734625419
194	SSSSS	pho2	1.145522110739502
194	SSSSS	pho2	1.0551865518655186
194	SSSSS	PHO2	16.900624383831744
188	CCCCC	PHO2	15.98696330991413
188	CCCCC	PHO2	17.26088613625536
188	CCCCC	PHO2	16.594152983580297
194	SSSSS	PHO2	16.040786552489692
194	SSSSS	PHO2	15.24722121322194
188	CCCCC	pho2	14.69902002556455
188	CCCCC	pho2	15.864303059737736
188	CCCCC	pho2	15.159681200187528
194	SSSSS	PHO2	16.76214708957825
194	SSSSS	PHO2	14.655806237558062
194	SSSSS	PHO2	16.391545080433968
194	SSSSS	PHO2	15.027527164965425
241	CSSSC	PHO2	11.776168108776266
241	CSSSC	PHO2	19.646506863347675
241	CSSSC	PHO2	14.076146114243686
194	SSSSS	PHO2	15.718860715526224
194	SSSSS	PHO2	16.552059925093634
241	CSSSC	pho2	2.1856389139106933
241	CSSSC	pho2	2.333701119584618
241	CSSSC	pho2	2.7332279981039656
194	SSSSS	PHO2	18.230579753679784
254	CSScsC	PHO2	8.815356265356264
254	CSScsC	PHO2	8.989014892744912
254	CSScsC	PHO2	8.208694424841214
194	SSSSS	PHO2	18.815366360130525
194	SSSSS	PHO2	30.40091923834537
254	CSScsC	pho2	2.1107260891337005
254	CSScsC	pho2	2.0797127812350404
254	CSScsC	pho2	2.167311172492618
194	SSSSS	PHO2	18.10301824212272
255	CSSscC	PHO2	12.426423866718325
255	CSSscC	PHO2	12.165463743676222
255	CSSscC	PHO2	13.962667688769644
194	SSSSS	PHO2	22.118858671422203
194	SSSSS	PHO2	29.90037341299477
255	CSSscC	pho2	4.348905109489051
255	CSSscC	pho2	5.492459970887918
255	CSSscC	pho2	5.405641136906053
194	SSSSS	PHO2	14.992734349659422
257	CCCscC	PHO2	33.54972067039106
257	CCCscC	PHO2	29.301928696668615
257	CCCscC	PHO2	30.28491107286288
194	SSSSS	PHO2	18.51779751332149
194	SSSSS	PHO2	25.2478163493841
257	CCCscC	pho2	18.616250890947967
257	CCCscC	pho2	17.22598607888631
257	CCCscC	pho2	17.150748951467943
194	SSSSS	pho2	1.5669811320754716
194	SSSSS	pho2	1.462797800855223
194	SSSSS	pho2	1.914308943089431
194	SSSSS	PHO2	17.299962672639044
258	CCCcsC	PHO2	10.949290716466152
258	CCCcsC	PHO2	10.481358634986446
258	CCCcsC	PHO2	11.609136304790086
194	SSSSS	PHO2	19.81186372745491
194	SSSSS	PHO2	26.829159104658196
188	CCCCC	PHO2	19.916129032258063
188	CCCCC	PHO2	24.723867478025692
188	CCCCC	PHO2	21.57485493230174
258	CCCcsC	pho2	3.809996611318197
258	CCCcsC	pho2	4.447967479674796
258	CCCcsC	pho2	4.576246390760346
188	CCCCC	pho2	18.462532569046378
188	CCCCC	pho2	19.45937328202309
188	CCCCC	pho2	21.95442690459849
194	SSSSS	PHO2	19.279609032692957
194	SSSSS	PHO2	23.666806063774175
194	SSSSS	PHO2	18.278288770053475
254	CSScsC	PHO2	9.290484690374846
254	CSScsC	PHO2	9.759505907626208
254	CSScsC	PHO2	7.907853820598007
194	SSSSS	pho2	0.9096579476861166
194	SSSSS	pho2	1.0453900709219859
194	SSSSS	pho2	0.8551181102362204
254	CSScsC	pho2	2.1260061005608577
254	CSScsC	pho2	2.3777321937321934
254	CSScsC	pho2	2.234790243902439
194	SSSSS	PHO2	17.329078014184397
188	CCCCC	PHO2	15.955732885342293
188	CCCCC	PHO2	17.451532033426183
188	CCCCC	PHO2	16.990133702166897
194	SSSSS	PHO2	18.63411344704482
194	SSSSS	PHO2	15.404960141718334
255	CSSscC	PHO2	12.784442097852867
255	CSSscC	PHO2	12.461989606533036
255	CSSscC	PHO2	12.052311078503301
188	CCCCC	pho2	16.13162393162393
188	CCCCC	pho2	17.306525376464027
188	CCCCC	pho2	16.192177589852008
255	CSSscC	pho2	5.030018177096857
255	CSSscC	pho2	5.04716626376578
255	CSSscC	pho2	5.391610044313146
194	SSSSS	PHO2	17.107079037800688
194	SSSSS	PHO2	19.01493357764544
194	SSSSS	PHO2	16.476354200454104
257	CCCscC	PHO2	33.12440302853815
257	CCCscC	PHO2	34.11422623178348
257	CCCscC	PHO2	29.899758337361042
257	CCCscC	pho2	20.904047093451066
257	CCCscC	pho2	19.560986221899928
257	CCCscC	pho2	18.53714953271028
194	SSSSS	PHO2	19.315264270613106
194	SSSSS	PHO2	16.416421052631577
194	SSSSS	PHO2	17.29722507708119
258	CCCcsC	PHO2	10.31268789397123
258	CCCcsC	PHO2	11.838953859238783
258	CCCcsC	PHO2	10.861657943609657
258	CCCcsC	pho2	3.8558459011497686
258	CCCcsC	pho2	4.292418940984371
258	CCCcsC	pho2	4.1158756746696445
194	SSSSS	PHO2	15.019760304004677
194	SSSSS	PHO2	19.482739145781856
194	SSSSS	PHO2	18.268087814190263
194	SSSSS	PHO2	14.598608349900596
194	SSSSS	PHO2	17.297254901960784
194	SSSSS	PHO2	18.458738024446646
194	SSSSS	PHO2	17.531231130493122
194	SSSSS	PHO2	16.650530941047236
194	SSSSS	PHO2	16.936620197211834
194	SSSSS	pho2	1.1220375335120643
194	SSSSS	pho2	0.5381808128283108
194	SSSSS	pho2	0.9907838070628768
194	SSSSS	PHO2	16.00185799601858
194	SSSSS	PHO2	18.832663139329807
194	SSSSS	PHO2	16.770985603543743
188	CCCCC	PHO2	19.827340067340067
188	CCCCC	PHO2	18.025105612552807
188	CCCCC	PHO2	20.01633624107851
188	CCCCC	pho2	16.452179251074277
188	CCCCC	pho2	14.862973431317128
188	CCCCC	pho2	16.352165223184542
194	SSSSS	PHO2	19.708593498551657
194	SSSSS	PHO2	19.302261402836336
194	SSSSS	PHO2	25.48815071888944
194	SSSSS	pho2	0.9746468117602138
194	SSSSS	pho2	1.105006310475389
194	SSSSS	pho2	1.3336386768447837
194	SSSSS	PHO2	17.99719532554257
188	CCCCC	PHO2	17.425051546391753
188	CCCCC	PHO2	18.16287004515805
188	CCCCC	PHO2	17.55362473347548
194	SSSSS	PHO2	16.710135922330096
194	SSSSS	PHO2	18.10036334275333
188	CCCCC	pho2	16.228648357565966
188	CCCCC	pho2	16.366614338042908
188	CCCCC	pho2	18.65291589932474
194	SSSSS	PHO2	17.75955291652113
194	SSSSS	PHO2	18.464254817145104
194	SSSSS	PHO2	20.159233286582513
194	SSSSS	PHO2	18.965873914684785
194	SSSSS	PHO2	16.97435320584927
194	SSSSS	PHO2	21.189523360075505
194	SSSSS	PHO2	17.99227603672048
194	SSSSS	PHO2	21.224366937410416
194	SSSSS	PHO2	19.475372750642673
194	SSSSS	PHO2	18.966578014184396
194	SSSSS	PHO2	18.6092980009298
194	SSSSS	PHO2	16.602158572021587
194	SSSSS	PHO2	16.718055001992827
194	SSSSS	PHO2	15.937147335423196
194	SSSSS	PHO2	18.150848158874638
188	CCCCC	PHO2	18.275346992729673
188	CCCCC	PHO2	18.904353011329754
188	CCCCC	PHO2	18.510721003134794
194	SSSSS	PHO2	16.66334841628959
194	SSSSS	PHO2	14.955219247186651
188	CCCCC	pho2	16.006633291614516
188	CCCCC	pho2	17.290254500310365
188	CCCCC	pho2	16.85961893054702
194	SSSSS	PHO2	17.533000499251123
194	SSSSS	pho2	0.8592442096708655
194	SSSSS	pho2	0.9738954195379003
194	SSSSS	pho2	0.8066407934454506
194	SSSSS	PHO2	23.245487894350696
194	SSSSS	PHO2	15.920466516177576
194	SSSSS	PHO2	17.370530267480056
194	SSSSS	PHO2	16.786319652986318
194	SSSSS	PHO2	15.55933806146572
194	SSSSS	PHO2	16.465778200856736
194	SSSSS	PHO2	15.898140721837404
194	SSSSS	PHO2	15.51611088790679
194	SSSSS	PHO2	16.75066208925944
188	CCCCC	PHO2	19.379477124183005
188	CCCCC	PHO2	18.84826700898588
188	CCCCC	PHO2	19.36634109691961
194	SSSSS	PHO2	16.98636543797067
194	SSSSS	PHO2	17.462166100048567
188	CCCCC	pho2	16.362399999999997
188	CCCCC	pho2	17.907637401855816
188	CCCCC	pho2	15.344328632740648
194	SSSSS	PHO2	15.975410652065703
194	SSSSS	pho2	1.1900847457627117
194	SSSSS	pho2	1.1730982367758187
194	SSSSS	pho2	0.955672032946462
